time,distance,altitude,velocity_smooth,heartrate,grade_smooth,alt_difference,rolling_ave_alt
0,1.0,771.4,0.0,74,0.0,0.0,0.02000000000000455
5,9.5,771.4,1.702,71,0.0,0.0,0.02000000000000455
8,19.5,771.4,2.309,74,0.0,0.0,0.02000000000000455
10,25.9,771.4,3.268,78,0.4,0.0,0.02000000000000455
12,32.3,771.4,3.247,81,0.9,0.0,0.02000000000000455
14,34.6,771.5,2.522,85,1.1,0.10000000000002274,0.02000000000000455
16,40.7,771.6,2.473,89,1.4,0.10000000000002274,0.0400000000000091
17,43.6,771.6,2.268,90,1.4,0.0,0.0400000000000091
21,54.1,771.7,2.67,93,1.3,0.10000000000002274,0.06000000000001364
27,70.3,772.0,2.664,92,1.4,0.2999999999999545,0.12000000000000455
33,86.2,772.2,2.673,93,0.6,0.20000000000004547,0.1400000000000091
34,87.9,772.2,2.524,93,-0.7,0.0,0.12000000000000455
39,101.4,772.0,2.542,94,-1.7,-0.20000000000004547,0.07999999999999545
44,115.4,771.7,2.749,97,-1.8,-0.2999999999999545,0.0
49,126.9,771.5,2.55,99,-1.7,-0.20000000000004547,-0.1
53,138.0,771.3,2.511,102,-1.5,-0.20000000000004547,-0.1800000000000182
57,149.5,771.2,2.824,105,-1.1,-0.09999999999990905,-0.2
61,162.2,771.0,3.028,106,-0.7,-0.20000000000004547,-0.2
68,182.1,770.9,2.962,109,-0.6,-0.10000000000002274,-0.16000000000001363
71,191.4,770.9,2.914,110,-0.3,0.0,-0.12000000000000455
78,211.6,770.8,2.952,112,-0.4,-0.10000000000002274,-0.1
82,223.7,770.8,2.943,113,-0.6,0.0,-0.0800000000000182
86,236.6,770.7,3.126,113,-0.7,-0.09999999999990905,-0.05999999999999091
92,254.1,770.5,3.041,117,-1.3,-0.20000000000004547,-0.07999999999999545
93,256.3,770.5,2.809,114,-1.6,0.0,-0.07999999999999545
100,278.4,770.1,3.034,115,-1.7,-0.39999999999997726,-0.13999999999998636
101,281.6,770.0,3.166,115,-1.8,-0.10000000000002274,-0.1599999999999909
107,301.7,769.7,3.324,116,-1.8,-0.2999999999999545,-0.2
110,311.3,769.5,3.301,116,-1.7,-0.20000000000004547,-0.2
117,334.1,769.1,3.246,117,-1.5,-0.39999999999997726,-0.2799999999999955
119,340.5,769.0,3.241,118,-1.2,-0.10000000000002274,-0.22000000000000455
126,361.9,768.8,3.083,118,-0.9,-0.20000000000004547,-0.2400000000000091
133,383.9,768.6,3.102,118,-0.7,-0.1999999999999318,-0.22000000000000455
135,389.4,768.6,3.06,118,-0.6,0.0,-0.17999999999999544
142,411.0,768.5,3.006,121,-0.3,-0.10000000000002274,-0.12000000000000455
143,413.4,768.5,2.993,118,-0.3,0.0,-0.1
144,415.9,768.5,2.934,117,0.4,0.0,-0.05999999999999091
147,424.0,768.5,2.606,116,0.5,0.0,-0.02000000000000455
151,436.2,768.6,2.907,119,0.5,0.10000000000002274,0.0
156,452.7,768.7,3.189,119,0.5,0.10000000000002274,0.0400000000000091
157,455.6,768.7,3.242,116,0.4,0.0,0.0400000000000091
159,462.5,768.7,3.289,119,0.5,0.0,0.0400000000000091
166,484.1,768.8,3.159,121,0.5,0.09999999999990905,0.05999999999999091
170,496.0,768.9,3.046,125,0.7,0.10000000000002274,0.05999999999999091
175,510.6,769.0,2.948,125,0.8,0.10000000000002274,0.05999999999999091
182,532.5,769.2,3.039,122,0.8,0.20000000000004547,0.1
186,545.1,769.3,3.136,121,0.8,0.09999999999990905,0.11999999999998182
190,558.8,769.4,3.293,118,0.9,0.10000000000002274,0.12000000000000455
195,575.1,769.5,3.33,119,0.8,0.10000000000002274,0.12000000000000455
202,598.7,769.8,3.319,118,0.9,0.2999999999999545,0.1599999999999909
204,605.3,769.8,3.36,118,1.0,0.0,0.11999999999998182
211,627.8,770.0,3.238,120,0.7,0.20000000000004547,0.1400000000000091
213,633.4,770.1,3.123,122,1.5,0.10000000000002274,0.1400000000000091
