time,distance,altitude,velocity_smooth,heartrate,grade_smooth,alt_difference,rolling_ave_alt
0,0.0,770.7,0.0,73,0.0,0.0,0.03999999999998636
5,0.0,770.7,0.0,70,0.0,0.0,0.03999999999998636
10,18.2,770.7,1.824,75,0.2,0.0,0.03999999999998636
13,38.3,770.7,4.781,79,0.3,0.0,0.03999999999998636
16,46.4,770.8,4.692,83,0.4,0.09999999999990905,0.03999999999998636
20,60.2,770.9,3.14,87,0.5,0.10000000000002274,0.03999999999998636
23,70.0,770.9,3.37,90,0.0,0.0,0.03999999999998636
25,76.7,770.9,3.288,93,-0.4,0.0,0.03999999999998636
26,80.1,770.8,3.307,94,-0.5,-0.10000000000002274,0.01999999999998181
27,83.5,770.8,3.321,97,-1.0,0.0,0.0
29,90.8,770.8,3.462,100,-0.4,0.0,-0.02000000000000455
31,97.1,770.7,3.412,103,-0.6,-0.09999999999990905,-0.03999999999998636
33,103.5,770.7,3.333,106,-0.6,0.0,-0.03999999999998636
36,114.5,770.6,3.472,109,-0.6,-0.10000000000002274,-0.03999999999998636
38,121.6,770.6,3.62,111,-0.8,0.0,-0.03999999999998636
41,132.4,770.5,3.592,114,-0.8,-0.10000000000002274,-0.05999999999999091
44,143.0,770.4,3.567,117,-0.6,-0.10000000000002274,-0.06000000000001364
47,153.7,770.3,3.542,120,-0.5,-0.10000000000002274,-0.0800000000000182
52,170.5,770.3,3.445,123,0.0,0.0,-0.06000000000001364
53,174.0,770.3,3.39,124,0.5,0.0,-0.06000000000001364
60,196.8,770.4,3.286,126,0.7,0.10000000000002274,-0.02000000000000455
66,213.9,770.6,3.063,128,0.9,0.20000000000004547,0.0400000000000091
67,216.4,770.6,2.789,128,1.5,0.0,0.06000000000001364
108,216.4,770.7,0.06,113,2.0,0.10000000000002274,0.0800000000000182
109,216.4,770.7,0.002,113,1.1,0.0,0.0800000000000182
112,223.9,770.8,0.169,112,0.7,0.09999999999990905,0.07999999999999545
117,242.6,770.9,3.271,109,0.6,0.10000000000002274,0.05999999999999091
118,246.5,770.9,3.757,108,0.4,0.0,0.05999999999999091
124,267.5,771.0,3.55,110,-0.2,0.10000000000002274,0.05999999999999091
127,278.4,771.0,3.548,110,-0.3,0.0,0.05999999999999091
133,299.8,770.8,3.596,111,-0.7,-0.20000000000004547,0.0
136,310.1,770.7,3.527,112,-0.9,-0.09999999999990905,-0.03999999999998636
139,320.9,770.6,3.515,115,-1.1,-0.10000000000002274,-0.05999999999999091
143,331.7,770.5,3.073,118,-0.8,-0.10000000000002274,-0.1
145,336.8,770.4,2.652,119,-0.7,-0.10000000000002274,-0.12000000000000455
151,357.7,770.3,3.254,122,-1.0,-0.10000000000002274,-0.1
152,361.3,770.3,3.496,122,-0.8,0.0,-0.0800000000000182
159,383.6,770.0,3.245,124,-1.2,-0.2999999999999545,-0.12000000000000455
160,387.0,770.0,3.216,124,-1.4,0.0,-0.1
166,408.0,769.7,3.474,126,-1.0,-0.2999999999999545,-0.13999999999998636
167,411.3,769.6,3.471,127,-0.9,-0.10000000000002274,-0.13999999999998636
171,425.3,769.6,3.474,130,-0.3,0.0,-0.13999999999998636
173,432.2,769.6,3.487,133,0.0,0.0,-0.07999999999999545
175,439.3,769.6,3.499,136,-0.3,0.0,-0.07999999999999545
178,449.8,769.6,3.518,139,-0.4,0.0,-0.02000000000000455
181,460.0,769.5,3.445,140,-0.4,-0.10000000000002274,-0.02000000000000455
187,480.2,769.4,3.379,138,-0.5,-0.10000000000002274,-0.0400000000000091
189,487.9,769.4,3.489,138,-0.5,0.0,-0.0400000000000091
194,504.6,769.3,3.474,141,-0.6,-0.10000000000002274,-0.06000000000001364
199,521.4,769.2,3.347,142,-0.6,-0.09999999999990905,-0.07999999999999545
205,541.9,769.0,3.394,143,-0.7,-0.20000000000004547,-0.1
208,552.5,769.0,3.464,143,-0.8,0.0,-0.07999999999999545
214,572.6,768.8,3.416,143,-1.0,-0.20000000000004547,-0.12000000000000455
217,583.6,768.7,3.454,143,-1.3,-0.09999999999990905,-0.11999999999998182
223,604.8,768.4,3.574,143,-0.8,-0.3000000000000682,-0.16000000000001363
228,622.4,768.1,3.521,144,-0.6,-0.2999999999999545,-0.17999999999999544
234,644.2,768.2,3.577,143,-0.3,0.10000000000002274,-0.1599999999999909
240,665.9,768.2,3.626,141,0.0,0.0,-0.11999999999998182
244,679.2,768.2,3.505,142,-0.2,0.0,-0.1
250,698.3,768.1,3.241,145,-0.5,-0.10000000000002274,-0.05999999999999091
252,705.7,768.1,3.313,145,-0.7,0.0,0.0
258,726.2,767.9,3.491,145,-0.8,-0.20000000000004547,-0.06000000000001364
262,740.3,767.8,3.462,144,-0.9,-0.10000000000002274,-0.0800000000000182
268,760.3,767.6,3.412,145,-1.0,-0.1999999999999318,-0.12000000000000455
271,770.2,767.5,3.317,144,-1.2,-0.10000000000002274,-0.12000000000000455
278,793.0,767.2,3.269,144,-1.4,-0.2999999999999545,-0.17999999999999544
279,796.3,767.1,3.272,144,-1.5,-0.10000000000002274,-0.1599999999999909
285,818.0,766.8,3.57,146,-1.4,-0.3000000000000682,-0.2
286,822.8,766.7,3.78,146,-0.8,-0.09999999999990905,-0.17999999999999544
289,836.0,766.6,3.963,146,0.0,-0.10000000000002274,-0.17999999999999544
291,843.6,766.7,4.15,146,0.5,0.10000000000002274,-0.1
297,862.9,766.8,3.368,147,0.8,0.09999999999990905,-0.06000000000001364
304,885.9,767.0,3.256,148,0.6,0.20000000000004547,0.0400000000000091
305,889.0,767.0,3.265,149,0.7,0.0,0.05999999999999091
