time,distance,altitude,velocity_smooth,heartrate,grade_smooth,alt_difference,rolling_ave_alt
8,0.0,1461.0,0.001,110,-6.0,-2.2999999999999545,-1.2
18,41.1,1458.7,4.584,121,-4.9,-2.2999999999999545,-1.2
31,90.0,1456.9,3.69,132,-2.5,-1.7999999999999545,-1.2
40,124.4,1456.2,3.819,137,-1.8,-0.7000000000000455,-1.2
53,174.4,1455.4,3.886,141,-1.4,-0.7999999999999545,-1.2
61,204.8,1455.0,3.788,142,-1.2,-0.40000000000009095,-1.2
76,260.2,1454.3,3.714,145,-1.4,-0.7000000000000455,-0.8800000000000182
88,304.0,1453.6,3.639,154,-1.6,-0.7000000000000455,-0.6600000000000363
98,341.1,1453.0,3.714,155,-1.0,-0.599999999999909,-0.6400000000000091
109,381.0,1452.8,3.625,156,-0.5,-0.20000000000004547,-0.5200000000000273
122,429.1,1452.5,3.686,156,-0.9,-0.2999999999999545,-0.5
132,465.9,1452.0,3.7,157,-1.2,-0.5,-0.4599999999999909
144,507.7,1451.5,3.491,157,-0.8,-0.5,-0.41999999999998183
157,555.3,1451.6,3.789,158,1.6,0.09999999999990905,-0.2800000000000182
166,588.2,1452.4,3.661,156,3.3,0.8000000000001819,-0.07999999999997272
180,643.2,1454.5,3.924,156,3.7,2.099999999999909,0.4
191,683.3,1455.8,3.687,154,2.7,1.2999999999999545,0.7599999999999909
201,721.2,1456.5,3.754,159,-1.1,0.7000000000000455,1.0
212,763.8,1454.4,4.07,160,-7.9,-2.099999999999909,0.5600000000000364
221,797.8,1451.5,3.703,159,-8.1,-2.900000000000091,-0.1800000000000182
233,843.4,1447.9,3.797,159,-7.9,-3.599999999999909,-1.3199999999999819
247,895.2,1443.8,3.68,161,-8.0,-4.100000000000136,-2.4
260,946.3,1439.9,3.981,161,-7.5,-3.8999999999998636,-3.3199999999999816
269,980.8,1437.3,3.84,162,-7.6,-2.6000000000001364,-3.4200000000000275
278,1015.1,1434.7,3.81,163,-7.3,-2.599999999999909,-3.359999999999991
289,1056.4,1431.8,3.674,164,-6.8,-2.900000000000091,-3.2200000000000273
302,1105.3,1428.5,3.696,164,-6.8,-3.2999999999999545,-3.0599999999999907
312,1142.3,1426.0,3.684,164,-6.7,-2.5,-2.780000000000018
327,1197.7,1422.2,3.751,165,-6.7,-3.7999999999999545,-3.019999999999982
337,1234.8,1419.8,3.744,165,-6.6,-2.400000000000091,-2.980000000000018
350,1284.6,1416.6,3.857,168,-6.4,-3.2000000000000455,-3.040000000000009
357,1312.5,1414.8,3.981,169,-6.2,-1.7999999999999545,-2.740000000000009
368,1355.2,1412.2,3.88,171,-6.6,-2.599999999999909,-2.759999999999991
379,1397.6,1409.1,3.929,175,-6.4,-3.1000000000001364,-2.620000000000027
392,1448.6,1406.1,3.961,179,-5.6,-3.0,-2.740000000000009
404,1493.9,1403.6,3.796,179,-5.9,-2.5,-2.6
413,1527.7,1401.5,3.749,175,-6.1,-2.099999999999909,-2.659999999999991
426,1576.2,1398.5,3.623,172,-6.1,-3.0,-2.740000000000009
435,1610.0,1396.5,3.611,168,-5.9,-2.0,-2.519999999999982
448,1661.5,1393.6,4.041,167,-5.3,-2.900000000000091,-2.5
456,1692.0,1392.0,3.815,166,-5.3,-1.599999999999909,-2.3199999999999816
469,1743.0,1389.3,3.906,165,-5.3,-2.7000000000000455,-2.4400000000000093
478,1777.6,1387.3,3.854,166,-5.4,-2.0,-2.240000000000009
491,1826.9,1384.7,3.643,173,-5.2,-2.599999999999909,-2.359999999999991
500,1859.2,1383.0,3.671,173,-5.3,-1.7000000000000455,-2.119999999999982
517,1918.9,1380.3,3.391,167,-3.9,-2.7000000000000455,-2.340000000000009
528,1959.9,1378.7,3.734,163,-4.0,-1.599999999999909,-2.119999999999982
538,1996.4,1377.2,3.651,164,-4.1,-1.5,-2.019999999999982
549,2036.3,1375.5,3.702,163,-4.5,-1.7000000000000455,-1.8400000000000092
