time,distance,altitude,velocity_smooth,heartrate,grade_smooth,alt_difference,rolling_ave_alt
1,0.0,2127.0,0.0,94,-18.3,-1.0,-0.5199999999999818
14,26.3,2126.0,3.017,105,-2.9,-1.0,-0.5199999999999818
19,48.1,2125.4,4.36,108,-2.2,-0.599999999999909,-0.5199999999999818
25,71.6,2124.9,3.905,116,-1.6,-0.5,-0.5199999999999818
33,103.3,2124.5,3.92,126,-0.7,-0.40000000000009095,-0.5199999999999818
38,121.3,2124.4,3.746,129,-0.4,-0.09999999999990905,-0.5199999999999818
49,161.7,2124.3,3.679,133,-0.2,-0.09999999999990905,-0.3399999999999636
55,181.8,2124.3,3.546,134,0.0,0.0,-0.21999999999998182
62,201.3,2124.3,2.797,136,0.0,0.0,-0.11999999999998182
68,223.5,2124.3,3.69,135,-1.3,0.0,-0.03999999999996362
77,259.7,2123.3,3.987,139,-2.2,-1.0,-0.21999999999998182
84,285.5,2122.8,3.696,138,-2.1,-0.5,-0.3
89,304.5,2122.4,3.731,141,-2.0,-0.40000000000009095,-0.3800000000000182
93,320.6,2122.0,3.899,142,-2.2,-0.40000000000009095,-0.4600000000000364
100,345.9,2121.5,3.613,144,-1.8,-0.5,-0.5600000000000364
107,371.4,2121.1,3.646,146,-1.7,-0.40000000000009095,-0.44000000000005457
118,410.1,2120.4,3.517,151,-1.8,-0.6999999999998181,-0.4800000000000182
124,430.2,2120.0,3.428,152,-1.9,-0.40000000000009095,-0.4800000000000182
132,457.6,2119.5,3.43,152,-1.6,-0.5,-0.5
139,481.1,2119.2,3.356,151,-1.2,-0.3000000000001819,-0.4600000000000364
146,505.7,2118.9,3.507,152,-1.4,-0.29999999999972715,-0.43999999999996364
153,530.8,2118.5,3.594,149,-1.4,-0.40000000000009095,-0.3800000000000182
162,563.2,2118.1,3.591,153,-1.6,-0.40000000000009095,-0.3800000000000182
169,588.2,2117.6,3.574,153,-1.9,-0.5,-0.3800000000000182
174,606.3,2117.3,3.588,153,-1.8,-0.29999999999972715,-0.37999999999992723
181,630.0,2116.8,3.38,155,-2.0,-0.5,-0.41999999999998183
189,656.4,2116.3,3.299,152,-1.8,-0.5,-0.43999999999996364
195,677.1,2115.9,3.441,154,-1.8,-0.40000000000009095,-0.43999999999996364
