time,distance,altitude,velocity_smooth,heartrate,grade_smooth,alt_difference,rolling_ave_alt
0,0.6,770.9,0.0,62,-1.1,0.0,-0.03999999999998636
3,4.9,770.9,1.45,59,-0.7,0.0,-0.03999999999998636
5,9.5,770.8,1.782,63,-0.6,-0.10000000000002274,-0.03999999999998636
7,14.2,770.8,1.943,64,-0.6,0.0,-0.03999999999998636
9,18.7,770.8,2.297,63,-0.3,0.0,-0.03999999999998636
15,37.0,770.7,2.848,63,0.0,-0.09999999999990905,-0.03999999999998636
19,49.3,770.7,3.06,66,0.0,0.0,-0.03999999999998636
21,55.9,770.8,3.16,69,0.5,0.09999999999990905,0.0
22,58.4,770.8,3.061,68,0.5,0.0,0.0
28,79.1,770.9,3.313,73,0.0,0.10000000000002274,0.02000000000000455
31,88.8,770.9,3.383,75,0.0,0.0,0.03999999999998636
33,95.2,770.8,3.216,78,-0.8,-0.10000000000002274,0.01999999999998181
35,101.6,770.8,3.216,82,-1.0,0.0,0.0
36,104.7,770.7,3.162,85,-0.9,-0.09999999999990905,-0.01999999999998181
37,107.9,770.7,3.183,88,-1.0,0.0,-0.03999999999998636
40,118.2,770.6,3.32,91,-0.4,-0.10000000000002274,-0.05999999999999091
41,121.8,770.6,3.424,95,-0.4,0.0,-0.03999999999998636
43,128.8,770.6,3.467,98,-0.5,0.0,-0.03999999999998636
44,132.1,770.6,3.447,101,-0.5,0.0,-0.02000000000000455
46,140.1,770.5,3.654,106,-0.6,-0.10000000000002274,-0.0400000000000091
47,143.6,770.5,3.635,109,-1.1,0.0,-0.02000000000000455
48,146.4,770.5,3.522,109,-0.8,0.0,-0.02000000000000455
49,149.7,770.4,3.524,113,-0.8,-0.10000000000002274,-0.0400000000000091
50,153.0,770.4,3.485,117,-1.3,0.0,-0.0400000000000091
51,156.0,770.4,3.198,118,-0.7,0.0,-0.02000000000000455
53,162.2,770.3,3.162,125,-0.6,-0.10000000000002274,-0.0400000000000091
54,165.0,770.3,3.056,130,-0.4,0.0,-0.0400000000000091
56,171.0,770.3,2.988,132,0.3,0.0,-0.02000000000000455
59,179.9,770.3,2.994,135,0.5,0.0,-0.02000000000000455
64,195.3,770.4,3.035,136,0.5,0.10000000000002274,0.0
69,207.7,770.5,2.777,139,0.7,0.10000000000002274,0.0400000000000091
70,209.9,770.5,2.448,139,1.0,0.0,0.0400000000000091
76,224.7,770.6,2.431,139,0.9,0.10000000000002274,0.06000000000001364
84,225.5,770.7,1.111,136,1.1,0.10000000000002274,0.0800000000000182
86,230.1,770.7,0.539,134,1.2,0.0,0.06000000000001364
89,238.3,770.8,2.556,131,0.6,0.09999999999990905,0.05999999999999091
90,241.8,770.8,2.715,130,0.6,0.0,0.05999999999999091
95,259.1,770.9,3.473,131,0.5,0.10000000000002274,0.05999999999999091
102,281.2,771.0,3.283,131,0.5,0.10000000000002274,0.05999999999999091
108,299.9,771.1,3.135,134,0.4,0.10000000000002274,0.07999999999999545
109,302.9,771.1,3.1,134,0.5,0.0,0.06000000000001364
112,311.8,771.1,3.064,137,0.2,0.0,0.06000000000001364
115,321.9,771.2,3.163,140,0.0,0.10000000000002274,0.06000000000001364
121,340.9,771.2,3.234,139,0.0,0.0,0.0400000000000091
127,361.7,771.1,3.317,138,-0.4,-0.10000000000002274,0.0
129,368.4,771.1,3.43,138,-0.6,0.0,0.0
136,390.0,770.9,3.142,139,-0.7,-0.20000000000004547,-0.0400000000000091
141,405.2,770.8,3.066,136,-0.6,-0.10000000000002274,-0.0800000000000182
145,418.3,770.7,3.154,135,-0.6,-0.09999999999990905,-0.1
152,441.0,770.7,3.259,137,-0.5,0.0,-0.07999999999999545
159,460.3,770.5,2.999,138,-0.6,-0.20000000000004547,-0.12000000000000455
161,466.8,770.5,2.864,139,-1.1,0.0,-0.07999999999999545
163,471.9,770.4,2.809,139,-1.1,-0.10000000000002274,-0.07999999999999545
168,487.8,770.2,2.996,139,-1.2,-0.1999999999999318,-0.1
174,506.5,770.0,3.14,138,-1.1,-0.20000000000004547,-0.1400000000000091
181,527.6,769.8,3.067,137,-1.0,-0.20000000000004547,-0.1400000000000091
184,536.3,769.7,2.989,136,-1.0,-0.09999999999990905,-0.1599999999999909
190,555.0,769.5,3.036,136,-1.1,-0.20000000000004547,-0.17999999999999544
197,577.9,769.3,3.193,134,-1.1,-0.20000000000004547,-0.1800000000000182
198,581.0,769.2,3.249,134,-1.1,-0.09999999999990905,-0.1599999999999909
202,593.3,769.1,3.09,131,-1.4,-0.10000000000002274,-0.13999999999998636
204,599.3,769.0,3.065,132,-1.3,-0.10000000000002274,-0.1400000000000091
211,619.9,768.7,2.951,132,-1.5,-0.2999999999999545,-0.1599999999999909
295,619.9,768.7,0.226,92,-1.4,0.0,-0.11999999999998182
296,619.9,768.7,0.0,92,-0.7,0.0,-0.1
297,620.3,768.7,0.005,91,-0.9,0.0,-0.07999999999999545
301,634.7,768.6,2.972,93,-0.9,-0.10000000000002274,-0.07999999999999545
306,654.1,768.4,3.75,96,-1.2,-0.20000000000004547,-0.06000000000001364
312,674.4,768.2,3.604,97,-1.5,-0.1999999999999318,-0.1
313,677.7,768.0,3.374,99,-1.5,-0.20000000000004547,-0.1400000000000091
316,687.3,767.8,3.321,102,-1.5,-0.20000000000004547,-0.1800000000000182
318,693.5,767.8,3.166,106,-1.1,0.0,-0.16000000000001363
320,700.5,767.8,3.264,113,-0.4,0.0,-0.12000000000000455
321,703.9,767.7,3.328,113,-0.4,-0.09999999999990905,-0.1
324,714.3,767.7,3.465,110,-0.4,0.0,-0.05999999999999091
326,721.3,767.7,3.474,116,0.0,0.0,-0.01999999999998181
327,724.9,767.7,3.497,112,-0.4,0.0,-0.01999999999998181
328,727.7,767.7,3.399,117,-0.4,0.0,-0.01999999999998181
