time,latlng,distance,altitude,velocity_smooth,heartrate,grade_smooth
0,"[35.22232, -111.622282]",0.0,2126.6,0.0,66,0.0
3,"[35.22232, -111.622282]",3.4,2126.6,1.147,63,0.0
7,"[35.22232, -111.622282]",13.3,2126.6,1.894,66,0.0
8,"[35.22232, -111.622282]",16.3,2126.6,2.578,71,-3.1
11,"[35.22232, -111.622282]",22.6,2126.6,2.395,76,-5.2
13,"[35.222502, -111.622441]",25.8,2125.9,1.902,81,-5.6
14,"[35.222512, -111.622495]",28.6,2125.8,2.038,85,-6.7
16,"[35.22249, -111.622555]",34.0,2125.6,2.286,83,-2.9
17,"[35.222475, -111.622594]",37.5,2125.6,2.492,88,-2.8
21,"[35.222441, -111.622701]",46.7,2125.3,2.542,92,-2.3
22,"[35.222431, -111.622735]",49.9,2125.2,2.462,93,-2.3
24,"[35.22241, -111.622791]",55.5,2125.1,2.569,96,-1.7
28,"[35.222363, -111.62291]",67.8,2124.9,2.987,99,-1.5
29,"[35.222347, -111.622929]",70.1,2124.9,2.922,99,-1.5
34,"[35.222263, -111.623013]",82.3,2124.7,2.423,103,-0.6
37,"[35.222201, -111.623051]",90.0,2124.6,2.483,105,-0.6
42,"[35.222115, -111.623135]",102.9,2124.7,2.575,106,0.7
43,"[35.222119, -111.623162]",105.5,2124.7,2.577,106,1.8
45,"[35.222146, -111.623225]",111.9,2124.9,2.736,109,2.2
47,"[35.222174, -111.623286]",118.2,2125.1,3.064,112,2.7
48,"[35.222186, -111.623316]",121.3,2125.1,3.168,114,2.7
50,"[35.222212, -111.623379]",127.7,2125.3,3.16,117,2.8
54,"[35.22226, -111.623475]",137.9,2125.6,2.76,119,3.5
60,"[35.222315, -111.623647]",154.4,2126.1,2.676,121,3.8
67,"[35.222406, -111.623857]",176.1,2127.0,2.941,122,4.0
71,"[35.222455, -111.623972]",187.9,2127.6,3.043,125,4.6
72,"[35.222466, -111.623999]",190.6,2127.7,2.902,122,4.7
75,"[35.222491, -111.624071]",197.8,2128.1,2.71,122,13.0
76,"[35.222495, -111.624088]",199.4,2128.1,2.29,123,14.9
107,"[35.222596, -111.624259]",200.2,2129.2,0.076,110,13.6
108,"[35.222598, -111.624263]",200.7,2129.2,0.041,110,15.7
109,"[35.222603, -111.624275]",201.9,2129.3,0.076,109,5.4
113,"[35.222634, -111.62435]",209.6,2129.7,1.776,108,5.4
119,"[35.222703, -111.62451]",226.0,2130.6,2.416,107,5.4
121,"[35.222719, -111.624551]",230.2,2130.8,2.577,104,5.2
124,"[35.222753, -111.624613]",237.0,2131.2,2.196,105,5.2
132,"[35.222865, -111.624791]",257.4,2132.2,2.475,105,4.9
134,"[35.222886, -111.624846]",262.8,2132.5,2.578,105,4.8
139,"[35.222943, -111.624965]",275.3,2133.0,2.561,109,4.2
141,"[35.222987, -111.625034]",283.2,2133.4,2.917,109,1.7
144,"[35.223079, -111.625098]",295.1,2133.8,3.954,112,-0.7
145,"[35.223105, -111.625095]",297.9,2133.1,3.763,110,-3.9
147,"[35.22315, -111.625072]",303.3,2132.8,3.353,111,-8.4
149,"[35.223186, -111.625025]",309.1,2132.4,2.8,112,-6.1
153,"[35.22326, -111.62496]",319.0,2131.8,2.617,111,-5.8
155,"[35.223308, -111.624943]",324.4,2131.5,2.542,113,-5.3
157,"[35.223348, -111.624922]",329.2,2131.3,2.513,113,-4.8
158,"[35.22337, -111.624908]",331.9,2131.2,2.562,113,-4.2
161,"[35.223432, -111.624858]",340.1,2130.8,2.622,119,-3.2
162,"[35.223441, -111.624821]",343.4,2130.7,2.83,119,-2.5
168,"[35.223529, -111.624671]",360.1,2130.3,2.86,121,-1.7
173,"[35.223593, -111.624571]",371.5,2130.2,2.556,122,-1.2
177,"[35.223664, -111.624499]",381.5,2130.1,2.378,122,0.0
178,"[35.223681, -111.624494]",383.4,2130.2,2.39,123,1.0
182,"[35.223741, -111.624514]",389.6,2130.3,1.624,121,2.6
183,"[35.223755, -111.62451]",390.9,2130.4,1.492,120,3.3
184,"[35.223773, -111.624509]",392.9,2130.4,1.583,121,3.8
187,"[35.223822, -111.62449]",398.6,2130.7,1.802,122,3.9
188,"[35.223833, -111.624482]",400.1,2130.7,1.836,124,4.7
190,"[35.223864, -111.624476]",403.6,2130.9,1.777,120,4.0
191,"[35.223882, -111.624478]",405.6,2131.0,1.81,121,4.0
194,"[35.223947, -111.624519]",413.7,2131.3,2.278,118,3.6
196,"[35.223991, -111.624561]",419.9,2131.5,2.862,119,3.3
199,"[35.224054, -111.624615]",428.5,2131.8,2.954,122,3.1
201,"[35.224087, -111.624638]",432.7,2131.9,2.566,119,3.1
202,"[35.224114, -111.624656]",436.1,2132.0,2.7,120,3.1
206,"[35.224222, -111.624715]",449.2,2132.4,3.302,117,3.5
207,"[35.224243, -111.624719]",451.3,2132.5,3.038,118,3.7
212,"[35.224385, -111.624757]",467.0,2133.1,2.967,119,3.9
217,"[35.224497, -111.62478]",479.6,2133.6,2.835,118,3.6
218,"[35.224517, -111.624795]",482.3,2133.7,2.543,118,3.1
222,"[35.224597, -111.624863]",493.0,2134.0,2.676,116,2.6
224,"[35.224625, -111.624866]",495.9,2134.0,2.258,116,2.1
227,"[35.224655, -111.624872]",499.1,2134.1,1.224,118,1.5
228,"[35.224671, -111.62488]",501.0,2134.1,1.335,117,1.4
233,"[35.224766, -111.624936]",512.5,2134.3,2.233,117,0.8
235,"[35.224809, -111.624947]",517.2,2134.3,2.31,117,0.8
238,"[35.224883, -111.624933]",525.2,2134.3,2.538,117,0.6
243,"[35.225017, -111.624937]",540.0,2134.4,2.855,118,0.6
245,"[35.22508, -111.624958]",547.0,2134.5,3.104,119,0.9
246,"[35.225111, -111.624976]",550.5,2134.5,3.155,120,1.1
251,"[35.225261, -111.625076]",569.4,2134.7,3.737,122,1.1
256,"[35.225396, -111.62518]",587.2,2134.9,3.675,119,1.3
257,"[35.225421, -111.625205]",590.7,2135.0,3.555,119,1.6
262,"[35.225529, -111.625254]",603.6,2135.2,2.723,117,1.7
267,"[35.225657, -111.625361]",620.8,2135.5,3.01,118,1.4
268,"[35.225675, -111.625372]",623.0,2135.5,3.245,121,1.3
272,"[35.225768, -111.625433]",634.8,2135.6,2.798,119,1.5
276,"[35.225868, -111.625533]",649.2,2135.8,3.275,121,1.7
281,"[35.22601, -111.625647]",668.3,2136.2,3.726,124,1.9
282,"[35.226032, -111.625649]",670.8,2136.3,3.588,124,2.2
284,"[35.226086, -111.625648]",676.7,2136.4,3.431,123,2.5
286,"[35.226127, -111.625664]",681.5,2136.5,2.644,125,2.1
289,"[35.226211, -111.625717]",692.0,2136.8,3.058,127,2.5
291,"[35.226266, -111.625751]",698.9,2136.9,3.462,130,2.7
293,"[35.226314, -111.625774]",704.4,2137.1,3.264,131,2.9
294,"[35.226336, -111.625786]",707.0,2137.2,3.014,130,3.3
298,"[35.226448, -111.625816]",719.4,2137.6,2.992,130,3.5
299,"[35.226481, -111.625828]",723.1,2137.7,3.214,130,3.9
302,"[35.226565, -111.625849]",732.6,2138.1,3.196,133,4.2
305,"[35.226634, -111.625842]",740.2,2138.5,2.842,131,4.9
307,"[35.226685, -111.625845]",745.5,2138.7,2.576,132,4.8
309,"[35.226745, -111.625852]",751.9,2139.1,2.757,132,4.7
315,"[35.226865, -111.625886]",765.7,2139.7,2.522,132,4.8
317,"[35.226913, -111.625922]",771.9,2140.0,2.503,131,3.7
318,"[35.226939, -111.625923]",774.7,2140.1,2.534,132,2.6
322,"[35.227043, -111.625951]",786.6,2140.4,2.932,131,2.1
328,"[35.227196, -111.626012]",803.4,2140.7,2.87,131,1.7
329,"[35.227217, -111.626016]",805.8,2140.7,2.744,130,0.9
331,"[35.227251, -111.626043]",810.2,2140.7,2.624,129,0.5
337,"[35.227401, -111.626138]",829.0,2140.8,2.895,130,0.4
341,"[35.227522, -111.62617]",842.5,2140.9,3.229,129,0.4
345,"[35.227639, -111.626192]",855.5,2140.9,3.321,129,0.2
