time,latlng,distance,altitude,velocity_smooth,heartrate,grade_smooth
0,"[32.22212, -110.904451]",1.2,770.7,0.0,80,0.0
11,"[32.22212, -110.904451]",23.4,770.7,2.023,81,0.0
14,"[32.22212, -110.904451]",33.8,770.7,2.423,84,0.0
16,"[32.22212, -110.904451]",40.9,770.7,3.488,88,0.0
22,"[32.22212, -110.904451]",62.0,770.7,3.518,90,-0.2
28,"[32.222064, -110.904636]",75.6,770.6,2.273,100,-0.4
32,"[32.222017, -110.904779]",90.0,770.6,3.031,104,-0.7
37,"[32.221981, -110.904954]",107.0,770.4,3.402,110,-0.7
42,"[32.221956, -110.905125]",123.4,770.3,3.338,114,-0.2
45,"[32.221914, -110.905221]",133.7,770.3,3.335,115,0.3
52,"[32.221747, -110.905357]",156.4,770.4,3.302,117,0.8
57,"[32.221596, -110.905374]",173.4,770.6,3.308,118,0.7
61,"[32.221549, -110.905487]",185.6,770.8,3.24,121,0.7
67,"[32.221548, -110.905717]",207.4,770.8,3.397,121,0.6
69,"[32.221547, -110.905791]",214.3,770.8,3.59,123,0.5
75,"[32.221539, -110.906014]",235.4,771.0,3.501,122,0.5
79,"[32.221535, -110.906165]",249.6,771.1,3.531,121,0.5
85,"[32.221549, -110.906381]",270.0,771.1,3.466,123,0.0
87,"[32.221546, -110.906449]",276.5,771.1,3.356,122,-0.3
92,"[32.221545, -110.906632]",293.7,771.0,3.379,125,-0.5
96,"[32.221526, -110.90678]",307.9,770.9,3.489,125,-0.5
102,"[32.221529, -110.907022]",330.6,770.8,3.692,126,-0.6
104,"[32.221545, -110.907088]",337.0,770.8,3.636,126,-0.5
128,"[32.221525, -110.907311]",350.8,770.6,0.293,119,-0.8
133,"[32.221548, -110.907512]",369.7,770.5,3.782,116,-1.0
136,"[32.221552, -110.907625]",380.3,770.4,3.685,117,-1.2
142,"[32.221564, -110.907844]",400.9,770.1,3.468,119,-1.2
148,"[32.221583, -110.908071]",422.4,769.8,3.51,118,-1.3
149,"[32.221584, -110.90811]",426.0,769.8,3.59,118,-1.2
155,"[32.221585, -110.908338]",447.5,769.5,3.59,117,-1.2
158,"[32.221587, -110.908452]",458.3,769.4,3.581,117,-1.2
164,"[32.22159, -110.908678]",479.5,769.1,3.556,119,-1.1
167,"[32.221588, -110.908793]",490.4,769.0,3.571,119,-1.0
173,"[32.221588, -110.909016]",511.4,768.8,3.547,121,-0.7
175,"[32.221591, -110.909085]",518.0,768.8,3.445,120,-0.4
181,"[32.221586, -110.90932]",540.0,768.7,3.579,123,-0.2
187,"[32.221552, -110.909498]",557.8,768.7,3.322,123,-0.3
192,"[32.221439, -110.909508]",570.5,768.7,2.764,124,-0.5
225,"[32.221289, -110.909508]",580.1,768.4,0.0,116,-1.7
230,"[32.221277, -110.909587]",587.6,768.3,1.25,113,-1.3
236,"[32.221236, -110.909811]",609.1,768.1,2.64,112,-0.9
239,"[32.221214, -110.909916]",619.3,768.0,3.52,115,-1.0
244,"[32.221185, -110.910107]",637.6,767.8,3.668,118,-0.7
250,"[32.221164, -110.910319]",657.8,767.7,3.409,121,-0.6
251,"[32.221162, -110.910357]",661.3,767.7,3.384,121,-0.4
257,"[32.221136, -110.910583]",683.0,767.6,3.596,122,-0.2
258,"[32.22113, -110.910622]",686.6,767.6,3.617,122,-0.3
265,"[32.221126, -110.910863]",709.5,767.6,3.314,122,-0.4
271,"[32.221104, -110.911062]",728.4,767.5,3.215,119,-0.6
273,"[32.221109, -110.911151]",736.8,767.4,3.411,121,-0.9
279,"[32.221154, -110.911379]",758.8,767.2,3.799,123,-1.0
281,"[32.221154, -110.911451]",765.6,767.1,3.6,120,-1.1
286,"[32.221149, -110.911631]",782.6,766.9,3.404,118,-1.5
293,"[32.221157, -110.911879]",805.9,766.5,3.318,117,-1.5
300,"[32.221122, -110.912127]",829.7,766.2,3.394,115,-1.1
304,"[32.221118, -110.91226]",842.1,766.0,3.118,115,-0.7
309,"[32.221144, -110.912446]",859.7,765.9,3.339,119,-0.3
312,"[32.221146, -110.912552]",869.7,765.9,3.456,117,0.0
319,"[32.221161, -110.912796]",892.9,766.0,3.315,118,0.3
321,"[32.221172, -110.912865]",899.4,766.0,3.299,118,0.4
327,"[32.221199, -110.913077]",919.7,766.1,3.349,120,0.4
