time,latlng,distance,altitude,velocity_smooth,heartrate,grade_smooth
0,"[32.222638, -110.904294]",0.0,770.7,0.0,75,0.0
1,"[32.222638, -110.904294]",1.3,770.7,1.34,75,0.0
9,"[32.222638, -110.904294]",24.4,770.7,2.709,78,0.2
12,"[32.222638, -110.904294]",34.8,770.7,3.037,83,0.2
17,"[32.222541, -110.904336]",44.8,770.8,2.547,86,0.6
18,"[32.22252, -110.904337]",47.0,770.8,2.038,87,0.6
23,"[32.222399, -110.904355]",60.5,770.9,2.615,88,0.3
25,"[32.222343, -110.904362]",66.8,770.9,2.826,91,0.0
28,"[32.222258, -110.904373]",76.3,770.9,3.16,96,-0.4
30,"[32.222205, -110.904394]",82.3,770.8,3.118,99,-0.7
32,"[32.222156, -110.904429]",88.7,770.8,3.139,102,-0.9
34,"[32.222115, -110.904484]",95.7,770.7,3.235,105,-0.4
35,"[32.222095, -110.904515]",99.3,770.7,3.394,106,-0.7
38,"[32.222078, -110.904619]",109.3,770.7,3.435,109,-0.4
40,"[32.222078, -110.904688]",115.8,770.6,3.306,112,-0.7
42,"[32.222075, -110.904758]",122.4,770.6,3.303,116,-1.0
44,"[32.222069, -110.904827]",129.0,770.5,3.273,119,-0.6
47,"[32.222065, -110.904935]",139.1,770.4,3.334,122,-1.0
50,"[32.222052, -110.905042]",149.3,770.4,3.392,125,-0.5
51,"[32.222044, -110.905076]",152.6,770.3,3.376,125,-0.3
55,"[32.221983, -110.905191]",165.5,770.3,3.24,128,0.2
57,"[32.221938, -110.905235]",172.1,770.3,3.24,129,0.9
64,"[32.221761, -110.905332]",193.8,770.5,3.146,130,0.8
70,"[32.221631, -110.905389]",210.0,770.8,2.922,132,0.8
76,"[32.221632, -110.905566]",226.8,770.8,2.747,132,0.7
79,"[32.221629, -110.905645]",234.3,770.8,2.692,132,0.0
81,"[32.221592, -110.905657]",238.6,770.8,2.364,132,0.0
86,"[32.221528, -110.905645]",245.9,770.8,1.657,130,0.3
91,"[32.221448, -110.905681]",255.5,770.8,1.689,128,0.4
95,"[32.221386, -110.905793]",268.5,770.9,2.517,126,0.4
102,"[32.221376, -110.906039]",291.7,771.0,3.291,126,0.5
103,"[32.221377, -110.906076]",295.1,771.0,3.329,126,0.4
109,"[32.221362, -110.906264]",313.1,771.1,3.056,127,0.2
110,"[32.221344, -110.906287]",316.1,771.1,2.99,127,0.0
115,"[32.221201, -110.906322]",332.4,771.1,3.208,129,-0.2
122,"[32.221003, -110.906329]",354.4,771.0,3.195,131,-0.3
124,"[32.220946, -110.906325]",360.8,771.0,3.162,131,-0.6
130,"[32.220779, -110.90636]",379.6,770.9,3.15,131,-0.6
137,"[32.22059, -110.906441]",401.9,770.7,3.162,129,-0.6
138,"[32.220566, -110.906457]",405.0,770.7,3.174,132,-0.6
139,"[32.220541, -110.906473]",408.1,770.7,3.168,131,-0.6
146,"[32.220375, -110.906605]",430.4,770.6,3.176,131,-0.7
153,"[32.22025, -110.906792]",452.9,770.4,3.198,131,-0.8
155,"[32.220219, -110.906853]",459.6,770.3,3.242,131,-1.1
161,"[32.220113, -110.907032]",480.4,770.1,3.432,132,-1.4
162,"[32.220101, -110.907059]",483.2,770.0,3.367,132,-1.5
168,"[32.220038, -110.907258]",503.3,769.7,3.273,135,-1.5
169,"[32.220034, -110.907294]",506.6,769.6,3.354,134,-1.4
175,"[32.220011, -110.907516]",527.7,769.4,3.484,136,-1.0
177,"[32.219999, -110.907587]",534.5,769.3,3.481,135,-0.9
183,"[32.219946, -110.907788]",554.3,769.2,3.336,134,-1.0
189,"[32.21986, -110.90795]",572.5,769.0,3.169,134,-1.0
196,"[32.219714, -110.908107]",594.4,768.7,3.082,131,-1.2
197,"[32.219697, -110.908135]",597.6,768.7,3.139,131,-1.1
202,"[32.219678, -110.908316]",615.0,768.5,3.438,131,-1.0
208,"[32.219677, -110.908546]",636.7,768.3,3.549,131,-1.0
210,"[32.219671, -110.908606]",642.4,768.2,3.415,131,-0.9
217,"[32.219674, -110.908859]",666.2,768.0,3.28,132,-0.9
218,"[32.219677, -110.908893]",669.5,768.0,3.388,132,-0.7
225,"[32.219681, -110.909137]",692.4,767.8,3.281,134,-0.9
227,"[32.219683, -110.909218]",700.0,767.8,3.396,134,-1.5
234,"[32.219679, -110.909441]",721.0,767.5,3.174,134,-1.5
235,"[32.21967, -110.909477]",724.4,767.2,3.052,134,-1.7
240,"[32.219565, -110.909549]",738.4,767.1,2.902,134,-2.1
241,"[32.219536, -110.909551]",741.6,767.1,2.867,131,-0.8
242,"[32.219506, -110.909552]",745.0,767.0,2.933,134,-0.7
247,"[32.219366, -110.90955]",760.5,766.9,3.142,135,-0.8
254,"[32.219167, -110.909528]",782.5,766.8,3.132,134,-0.7
257,"[32.21908, -110.909525]",792.2,766.7,3.169,134,-0.7
260,"[32.218993, -110.909523]",801.8,766.6,3.215,137,-0.6
261,"[32.218964, -110.909522]",805.1,766.6,3.227,134,-0.6
264,"[32.218883, -110.909513]",814.2,766.6,3.143,133,-0.6
268,"[32.218775, -110.909483]",826.7,766.5,3.073,134,-0.6
275,"[32.218581, -110.909511]",848.4,766.3,3.11,134,-0.7
281,"[32.218394, -110.909506]",869.1,766.2,3.268,136,-0.7
285,"[32.218272, -110.909511]",882.7,766.1,3.434,137,-0.5
290,"[32.218136, -110.909501]",897.8,766.0,3.19,140,-0.5
292,"[32.218088, -110.909501]",903.2,766.0,2.921,140,-0.4
293,"[32.218054, -110.909502]",907.0,766.0,3.034,144,-0.6
294,"[32.218025, -110.909504]",910.3,766.0,3.058,140,-0.6
300,"[32.217836, -110.909529]",931.3,765.8,3.47,140,-0.5
306,"[32.217646, -110.909527]",952.4,765.7,3.511,141,-0.7
310,"[32.217536, -110.909532]",964.6,765.7,3.332,141,-0.5
316,"[32.217346, -110.909532]",985.6,765.5,3.323,141,-0.5
322,"[32.217157, -110.909522]",1006.6,765.4,3.502,141,-0.8
328,"[32.216964, -110.909514]",1028.0,765.3,3.531,141,-0.6
332,"[32.216843, -110.909507]",1041.4,765.1,3.479,142,-0.8
338,"[32.216651, -110.909501]",1062.8,765.0,3.48,144,-1.0
341,"[32.216564, -110.909501]",1072.4,764.9,3.443,144,-0.8
348,"[32.216362, -110.909503]",1094.8,764.6,3.202,144,-1.0
350,"[32.2163, -110.909506]",1101.7,764.6,3.254,144,-0.7
356,"[32.216114, -110.909508]",1122.3,764.4,3.439,144,-0.4
