time,latlng,distance,altitude,velocity_smooth,heartrate,grade_smooth
0,"[32.272438, -110.901118]",0.0,731.3,0.0,83,-1.7
5,"[32.272544, -110.901147]",12.0,731.1,2.408,80,-1.1
11,"[32.272773, -110.901178]",37.6,730.9,4.26,88,-1.0
15,"[32.272893, -110.90117]",50.9,730.8,3.635,95,-0.9
19,"[32.273012, -110.901162]",64.2,730.7,3.438,100,-0.3
25,"[32.2732, -110.901175]",85.0,730.7,3.455,102,-0.5
30,"[32.273349, -110.901203]",101.8,730.6,3.36,106,-0.3
35,"[32.273497, -110.901248]",118.8,730.6,3.398,112,-0.3
40,"[32.273636, -110.901304]",135.1,730.5,3.264,118,-0.3
44,"[32.273762, -110.901337]",149.4,730.5,3.508,121,0.0
53,"[32.274035, -110.901344]",179.8,730.5,3.367,127,0.4
56,"[32.274124, -110.901334]",189.8,730.6,3.279,129,0.4
61,"[32.274239, -110.901232]",205.9,730.7,3.272,131,0.3
68,"[32.274255, -110.900984]",230.0,730.6,3.441,141,-0.2
72,"[32.27422, -110.900842]",244.1,730.5,3.481,143,-0.2
78,"[32.274113, -110.900654]",265.4,730.5,3.537,143,-0.2
80,"[32.274074, -110.900596]",272.4,730.5,3.534,143,0.2
86,"[32.273944, -110.900434]",293.3,730.5,3.492,145,0.5
89,"[32.273879, -110.900361]",303.3,730.6,3.442,145,0.7
95,"[32.273745, -110.900203]",324.4,730.8,3.447,148,1.6
100,"[32.273635, -110.900083]",341.0,731.0,3.423,149,2.0
106,"[32.273505, -110.899933]",361.1,731.6,3.345,149,2.5
114,"[32.27351, -110.899712]",385.2,732.3,3.007,152,1.2
121,"[32.27365, -110.899541]",407.5,732.2,3.106,151,0.2
122,"[32.273671, -110.899516]",410.8,732.2,3.202,151,-0.4
129,"[32.273779, -110.899308]",434.7,732.1,3.41,152,-0.2
134,"[32.27376, -110.899136]",451.1,732.1,3.305,152,0.0
140,"[32.273718, -110.898925]",471.5,732.1,3.348,152,0.0
144,"[32.273686, -110.898782]",485.4,732.1,3.436,152,0.1
150,"[32.273619, -110.898566]",507.2,732.1,3.563,152,0.1
154,"[32.273564, -110.898432]",521.2,732.2,3.571,152,0.3
160,"[32.273498, -110.898216]",542.8,732.2,3.562,154,0.5
162,"[32.273478, -110.898144]",549.9,732.3,3.599,155,0.4
168,"[32.273419, -110.89793]",571.2,732.4,3.552,155,0.7
176,"[32.273345, -110.897649]",599.0,732.6,3.475,155,0.4
178,"[32.273318, -110.897579]",606.2,732.6,3.512,155,0.4
184,"[32.27322, -110.897382]",627.8,732.6,3.599,154,0.4
189,"[32.273138, -110.897218]",645.8,732.7,3.592,154,0.5
195,"[32.273026, -110.897026]",667.6,732.9,3.62,154,0.6
201,"[32.27291, -110.896852]",688.5,733.0,3.562,154,0.6
207,"[32.272787, -110.896675]",710.0,733.1,3.536,153,0.4
213,"[32.272665, -110.896495]",731.7,733.2,3.604,154,0.6
215,"[32.272627, -110.896436]",738.7,733.2,3.588,155,0.5
221,"[32.27251, -110.896251]",760.5,733.4,3.594,156,0.5
227,"[32.272384, -110.896062]",783.2,733.5,3.701,158,0.6
233,"[32.272271, -110.895865]",805.5,733.6,3.749,159,0.4
239,"[32.27217, -110.895676]",826.6,733.7,3.619,159,0.4
240,"[32.272155, -110.895643]",830.1,733.7,3.513,159,0.5
246,"[32.272053, -110.895445]",851.9,733.8,3.617,160,0.5
251,"[32.271971, -110.895286]",869.5,733.9,3.58,161,0.5
257,"[32.271877, -110.895088]",890.8,734.0,3.533,162,0.5
262,"[32.271804, -110.89492]",908.6,734.1,3.559,162,0.5
268,"[32.271721, -110.894707]",930.7,734.2,3.629,161,0.4
272,"[32.271669, -110.894566]",945.1,734.3,3.653,163,0.4
278,"[32.271595, -110.89436]",966.2,734.3,3.555,164,0.4
284,"[32.271522, -110.89414]",988.5,734.4,3.611,165,0.2
290,"[32.271458, -110.893921]",1010.3,734.5,3.673,166,0.2
294,"[32.271413, -110.89377]",1025.3,734.5,3.689,166,0.1
300,"[32.271352, -110.893545]",1047.6,734.5,3.728,169,0.0
304,"[32.271314, -110.893399]",1062.0,734.5,3.666,166,0.0
310,"[32.271265, -110.89318]",1083.4,734.5,3.56,164,-0.3
314,"[32.271235, -110.89303]",1097.9,734.4,3.589,168,-0.9
315,"[32.271225, -110.892992]",1101.6,734.4,3.642,166,-1.1
321,"[32.271168, -110.892762]",1124.2,734.0,3.75,167,-1.2
327,"[32.271079, -110.892525]",1148.8,733.8,4.113,167,-0.6
333,"[32.271035, -110.892438]",1161.3,733.9,2.18,166,0.5
337,"[32.271075, -110.892593]",1176.6,733.8,3.354,166,0.7
342,"[32.271145, -110.8928]",1197.4,734.0,4.012,166,1.2
344,"[32.271167, -110.892885]",1205.8,734.2,4.177,166,1.7
352,"[32.271225, -110.893118]",1229.9,734.7,3.011,166,2.4
356,"[32.271194, -110.892999]",1241.7,735.0,2.367,165,2.8
364,"[32.271059, -110.892757]",1269.9,735.9,3.53,165,4.1
370,"[32.270879, -110.892713]",1290.5,736.8,3.415,167,4.6
377,"[32.270697, -110.892703]",1310.8,737.8,3.138,169,3.5
379,"[32.27072, -110.892695]",1313.5,737.9,2.554,169,1.7
383,"[32.270844, -110.892687]",1327.2,737.9,2.735,168,0.0
392,"[32.271143, -110.89268]",1360.4,737.8,3.697,169,0.0
398,"[32.271343, -110.892685]",1382.6,737.9,3.711,168,0.1
401,"[32.27145, -110.892692]",1394.4,737.9,3.779,168,0.2
407,"[32.271649, -110.892693]",1416.5,737.9,3.77,167,0.0
409,"[32.271713, -110.892697]",1423.7,737.9,3.66,165,-0.2
415,"[32.271922, -110.892701]",1446.8,737.9,3.792,167,-0.3
417,"[32.271988, -110.892701]",1454.2,737.8,3.808,167,-0.4
423,"[32.272176, -110.892703]",1475.0,737.7,3.525,167,-0.5
430,"[32.272416, -110.892708]",1501.6,737.6,3.793,169,0.2
434,"[32.272552, -110.892709]",1516.7,737.7,3.776,167,-0.1
440,"[32.272746, -110.892725]",1538.3,737.8,3.666,167,1.8
444,"[32.27287, -110.892751]",1552.3,737.6,3.561,166,1.9
449,"[32.273005, -110.892765]",1567.6,738.8,3.264,167,2.2
455,"[32.273192, -110.892714]",1588.9,739.1,3.325,165,3.1
462,"[32.27341, -110.892725]",1613.2,739.5,3.467,163,2.6
468,"[32.27361, -110.892713]",1635.4,740.2,3.673,162,3.3
471,"[32.273708, -110.892712]",1646.2,740.6,3.672,161,3.5
477,"[32.273897, -110.892718]",1667.3,741.3,3.547,160,3.8
481,"[32.274025, -110.892722]",1681.4,741.9,3.518,158,3.9
487,"[32.274207, -110.892724]",1701.6,742.7,3.434,157,4.0
495,"[32.274455, -110.892724]",1729.2,743.8,3.443,159,3.8
496,"[32.274485, -110.892721]",1732.5,743.9,3.44,159,3.5
502,"[32.274661, -110.892716]",1752.1,744.6,3.267,163,2.9
505,"[32.274758, -110.892717]",1762.8,744.9,3.37,162,2.9
513,"[32.275004, -110.892666]",1790.9,745.6,3.512,164,-0.2
517,"[32.275049, -110.892522]",1805.4,745.9,3.492,166,-0.6
522,"[32.275175, -110.892389]",1824.4,744.8,3.721,167,-0.4
527,"[32.275328, -110.89234]",1842.0,745.4,3.522,157,3.2
533,"[32.275533, -110.892325]",1864.8,746.1,3.8,163,3.0
537,"[32.275661, -110.892316]",1879.0,746.5,3.623,160,2.8
542,"[32.27582, -110.89232]",1896.7,746.9,3.54,160,2.1
548,"[32.276016, -110.892336]",1918.4,747.4,3.621,161,1.7
551,"[32.276122, -110.892346]",1930.3,747.6,3.734,160,1.6
557,"[32.276319, -110.892378]",1952.4,747.9,3.773,159,1.1
561,"[32.276446, -110.8924]",1966.6,748.0,3.63,159,1.3
567,"[32.276642, -110.892424]",1988.4,748.2,3.604,160,1.2
572,"[32.276646, -110.892344]",1998.7,748.5,2.064,161,2.2
575,"[32.27666, -110.892237]",2009.0,748.7,3.114,160,2.1
582,"[32.276791, -110.892027]",2033.8,749.3,3.546,161,2.8
588,"[32.276954, -110.8919]",2055.4,749.9,3.617,162,3.0
590,"[32.277015, -110.891867]",2062.9,750.2,3.636,162,3.0
596,"[32.277166, -110.891733]",2083.9,750.8,3.556,159,3.4
602,"[32.277321, -110.8916]",2105.1,751.6,3.545,161,4.7
608,"[32.277471, -110.891467]",2126.0,752.7,3.48,161,4.8
610,"[32.277521, -110.89142]",2133.1,753.1,3.489,161,4.9
614,"[32.277638, -110.891349]",2147.7,753.7,3.627,159,4.8
621,"[32.277787, -110.891157]",2172.2,754.9,3.494,158,4.9
626,"[32.277865, -110.890999]",2189.5,755.7,3.5,156,5.0
632,"[32.277893, -110.890776]",2211.0,756.8,3.527,156,4.9
638,"[32.277886, -110.890545]",2232.7,757.9,3.601,156,4.6
640,"[32.277885, -110.890469]",2239.8,758.2,3.606,156,4.2
