time,latlng,distance,altitude,velocity_smooth,heartrate,grade_smooth
0,"[32.222787, -110.904049]",0.0,771.1,0.0,59,-1.4
1,"[32.222787, -110.904049]",0.0,771.1,0.0,59,-2.0
6,"[32.222821, -110.904111]",6.9,771.0,1.153,66,-1.6
7,"[32.22284, -110.904136]",10.1,770.9,1.688,69,-1.2
8,"[32.222855, -110.90416]",12.9,770.9,1.843,72,-1.3
9,"[32.222866, -110.904195]",16.3,770.9,2.031,75,-0.6
11,"[32.22285, -110.904251]",21.9,770.8,3.0,74,-0.9
13,"[32.222808, -110.904299]",28.2,770.8,3.066,80,-0.8
15,"[32.222748, -110.904312]",35.0,770.7,3.122,83,-0.4
17,"[32.222696, -110.904319]",40.7,770.7,3.137,86,-0.5
19,"[32.222639, -110.904322]",47.1,770.7,3.152,89,0.3
20,"[32.222612, -110.904323]",50.1,770.7,3.016,93,0.7
25,"[32.222476, -110.904318]",65.2,770.8,3.003,96,0.6
26,"[32.222449, -110.904316]",68.2,770.9,3.018,97,0.2
31,"[32.222319, -110.90434]",82.8,770.9,2.947,101,-0.2
34,"[32.222241, -110.904377]",92.2,770.8,3.005,104,-0.5
39,"[32.222137, -110.904487]",108.0,770.7,3.145,107,-0.7
40,"[32.222126, -110.904519]",111.3,770.7,3.177,107,-0.6
44,"[32.222108, -110.904656]",124.3,770.6,3.264,110,-0.5
45,"[32.222107, -110.904689]",127.5,770.6,3.244,110,-0.7
51,"[32.222125, -110.904909]",148.4,770.5,3.437,112,-0.9
53,"[32.222132, -110.90498]",155.1,770.4,3.451,112,-1.0
60,"[32.222198, -110.905198]",177.7,770.1,3.256,115,-1.2
65,"[32.222362, -110.905245]",196.7,769.9,3.465,117,-1.1
68,"[32.222471, -110.905249]",208.8,769.8,3.889,121,-0.9
74,"[32.222671, -110.905258]",231.0,769.6,3.812,122,-0.8
75,"[32.222702, -110.905261]",234.4,769.6,3.666,122,-0.9
82,"[32.222921, -110.905252]",258.8,769.4,3.47,125,-0.8
84,"[32.22298, -110.905254]",265.3,769.3,3.424,126,-0.9
88,"[32.223098, -110.905253]",278.4,769.2,3.278,129,-0.9
94,"[32.223282, -110.905264]",298.9,769.0,3.361,130,-0.7
96,"[32.223336, -110.905266]",304.8,769.0,3.302,131,-0.7
103,"[32.223534, -110.905272]",326.8,768.9,3.098,130,-0.5
105,"[32.223592, -110.90527]",333.3,768.8,3.157,127,-0.6
106,"[32.223616, -110.90527]",335.9,768.8,3.107,126,-0.7
112,"[32.223798, -110.905269]",356.1,768.7,3.261,125,-0.5
116,"[32.223926, -110.905275]",370.2,768.6,3.432,128,-0.5
123,"[32.22413, -110.905285]",392.9,768.5,3.347,128,-0.5
129,"[32.224316, -110.905291]",413.5,768.4,3.33,128,-0.4
136,"[32.224521, -110.905288]",436.2,768.3,3.334,130,-0.5
139,"[32.224609, -110.905294]",446.1,768.3,3.256,130,-0.6
145,"[32.2248, -110.905284]",467.3,768.1,3.449,130,-0.8
149,"[32.2249, -110.90529]",478.4,768.0,3.228,132,-0.9
