time,latlng,distance,altitude,velocity_smooth,heartrate,grade_smooth
0,"[32.222911, -110.904166]",0.0,770.9,0.0,84,0.0
1,"[32.222911, -110.904166]",0.0,770.9,0.0,84,0.0
8,"[32.222911, -110.904166]",10.1,770.9,1.268,85,0.0
9,"[32.22291, -110.904188]",12.2,770.9,1.524,85,-0.4
10,"[32.222902, -110.904207]",14.0,770.9,1.556,87,-0.5
13,"[32.222854, -110.904281]",22.6,770.8,2.5,89,-0.7
15,"[32.222807, -110.904322]",29.2,770.8,3.034,92,-0.2
19,"[32.222698, -110.904355]",41.7,770.7,3.177,94,0.0
24,"[32.222563, -110.904346]",56.7,770.8,3.053,97,0.2
26,"[32.222515, -110.904345]",62.0,770.8,2.906,100,0.5
30,"[32.222403, -110.904355]",74.5,770.9,2.973,103,0.4
32,"[32.222349, -110.904363]",80.6,770.9,3.085,107,0.0
33,"[32.222321, -110.904372]",83.7,770.9,3.099,106,-0.5
35,"[32.222264, -110.904392]",90.3,770.8,3.154,110,-0.5
37,"[32.222213, -110.904422]",96.6,770.8,3.208,113,-0.6
39,"[32.222169, -110.904461]",102.7,770.8,3.165,115,-0.6
43,"[32.222116, -110.904573]",114.9,770.7,3.055,117,-0.7
50,"[32.222111, -110.904809]",137.3,770.5,3.146,118,-0.8
54,"[32.222112, -110.904945]",150.1,770.4,3.198,121,-0.9
58,"[32.222128, -110.905086]",163.5,770.3,3.272,123,-1.0
64,"[32.222228, -110.905254]",183.2,770.1,3.309,123,-0.8
71,"[32.222396, -110.905379]",205.3,769.8,3.215,125,-0.7
74,"[32.22245, -110.905459]",214.9,769.9,3.173,128,-0.2
75,"[32.222457, -110.905494]",218.3,769.9,3.19,127,0.6
79,"[32.222462, -110.905624]",230.6,770.0,3.136,130,0.3
82,"[32.222464, -110.905725]",240.1,770.0,3.116,133,0.4
84,"[32.222461, -110.905793]",246.6,770.0,3.194,130,0.2
90,"[32.222461, -110.905994]",265.5,770.1,3.178,132,0.1
97,"[32.222462, -110.906232]",287.9,770.1,3.182,132,0.2
104,"[32.222463, -110.906464]",309.8,770.1,3.166,133,0.0
105,"[32.22246, -110.906496]",312.8,770.1,3.112,133,0.0
112,"[32.222461, -110.90673]",334.9,770.1,3.132,134,-0.2
113,"[32.222461, -110.906761]",337.8,770.1,3.124,134,-0.3
120,"[32.222458, -110.906998]",360.2,770.0,3.165,135,-0.4
125,"[32.222463, -110.907173]",376.7,769.9,3.236,133,-0.3
126,"[32.222465, -110.907207]",379.9,769.9,3.285,137,-0.2
132,"[32.2225, -110.907412]",400.0,769.9,3.333,138,-0.3
133,"[32.222523, -110.907434]",403.3,769.9,3.331,138,-0.5
137,"[32.222638, -110.907453]",416.3,769.8,3.26,138,-0.7
143,"[32.222824, -110.907463]",437.0,769.6,3.373,136,-0.8
144,"[32.222854, -110.907466]",440.2,769.6,3.421,139,-0.6
151,"[32.223055, -110.907486]",462.7,769.4,3.215,140,-0.5
157,"[32.223238, -110.9075]",483.0,769.4,3.288,139,-0.6
160,"[32.223325, -110.907501]",492.7,769.3,3.333,140,-0.5
166,"[32.223499, -110.907511]",512.0,769.2,3.218,141,-0.7
