time,latlng,distance,altitude,velocity_smooth,heartrate,grade_smooth
0,"[35.227801, -80.844312]",0.0,231.2,0.0,56,2.2
1,"[35.227809, -80.844319]",1.0,231.2,0.99,57,2.1
6,"[35.227871, -80.844293]",9.2,231.4,1.53,58,1.9
10,"[35.228, -80.84424]",24.3,231.7,2.589,59,2.1
11,"[35.228016, -80.844223]",26.5,231.7,3.462,62,2.4
13,"[35.228038, -80.844193]",29.7,231.8,2.931,66,2.4
16,"[35.228035, -80.844143]",34.1,232.0,1.518,70,3.3
18,"[35.228023, -80.844115]",36.8,232.0,1.43,72,1.5
19,"[35.228009, -80.844109]",38.5,232.1,1.462,72,0.6
22,"[35.227918, -80.844043]",49.9,232.1,2.633,73,0.5
27,"[35.227795, -80.84397]",65.0,232.2,3.311,76,0.2
30,"[35.227726, -80.843903]",74.7,232.2,3.107,80,0.5
33,"[35.22766, -80.843824]",84.8,232.2,3.305,83,0.6
35,"[35.227614, -80.84377]",91.0,232.3,3.244,83,0.9
37,"[35.227576, -80.843654]",100.3,232.4,3.653,86,1.0
39,"[35.227548, -80.843539]",110.0,232.5,4.207,90,0.9
40,"[35.227531, -80.843498]",114.1,232.5,4.632,92,1.0
42,"[35.227493, -80.843409]",122.7,232.6,4.48,96,0.8
44,"[35.227458, -80.843326]",130.2,232.7,4.03,101,0.4
46,"[35.227433, -80.843252]",135.5,232.7,3.562,103,0.0
48,"[35.227401, -80.843184]",142.0,232.6,3.22,106,-0.7
51,"[35.227341, -80.843082]",152.8,232.6,3.468,110,-0.9
53,"[35.227295, -80.843013]",160.8,232.5,3.752,112,-0.6
55,"[35.227231, -80.842996]",168.3,232.4,3.753,114,-0.8
57,"[35.227168, -80.843018]",175.6,232.4,3.79,115,-0.4
58,"[35.227152, -80.843038]",178.0,232.4,3.448,115,-0.3
60,"[35.227134, -80.843089]",183.1,232.4,2.96,116,-0.3
65,"[35.227072, -80.843243]",198.0,232.3,2.859,117,-0.3
70,"[35.227021, -80.84327]",206.3,232.3,2.319,118,-0.3
71,"[35.227037, -80.843261]",208.2,232.3,1.693,118,0.3
74,"[35.227108, -80.843233]",216.5,232.3,2.052,118,0.3
80,"[35.227236, -80.843135]",233.4,232.4,2.803,116,0.0
82,"[35.227279, -80.843098]",239.3,232.4,2.843,119,0.0
88,"[35.227413, -80.842962]",258.8,232.3,3.166,121,-0.3
89,"[35.227433, -80.842943]",261.4,232.3,3.164,121,-0.8
91,"[35.227453, -80.842887]",266.9,232.3,3.074,121,-1.1
97,"[35.227517, -80.842695]",286.4,232.0,3.129,122,-1.1
102,"[35.2276, -80.842553]",302.3,231.8,3.215,122,-1.1
108,"[35.227734, -80.842404]",322.8,231.6,3.302,123,-0.8
113,"[35.227818, -80.842254]",339.6,231.5,3.393,124,-0.8
117,"[35.227885, -80.842181]",349.6,231.5,2.988,122,-0.6
118,"[35.227906, -80.842156]",353.0,231.4,2.668,122,-1.0
119,"[35.227925, -80.842122]",356.5,231.4,2.823,125,-1.2
123,"[35.228008, -80.841997]",370.8,231.2,3.566,128,-0.9
125,"[35.228036, -80.841982]",374.2,231.2,2.942,129,-1.0
128,"[35.228026, -80.842023]",374.2,231.2,0.684,129,-1.0
131,"[35.228049, -80.842005]",377.2,231.2,0.503,131,-1.5
136,"[35.228129, -80.841891]",390.9,231.0,2.09,129,-1.3
142,"[35.228209, -80.84173]",408.0,230.7,2.8,127,-1.7
143,"[35.22821, -80.84169]",411.6,230.7,2.959,127,-1.5
146,"[35.228233, -80.841563]",423.6,230.4,3.27,125,-1.5
151,"[35.228358, -80.8414]",443.7,230.2,4.01,125,-1.7
