time,latlng,distance,altitude,velocity_smooth,heartrate,grade_smooth
0,"[32.214195, -110.92067]",0.0,758.0,0.0,108,0.0
1,"[32.214195, -110.92067]",0.0,758.0,0.0,108,-0.6
6,"[32.214196, -110.920781]",10.6,758.0,1.767,107,-0.4
10,"[32.214202, -110.921038]",34.8,757.8,3.871,108,-0.4
12,"[32.214202, -110.921169]",47.1,757.8,6.09,110,-0.6
16,"[32.214194, -110.921407]",69.6,757.7,5.787,111,-0.7
20,"[32.214195, -110.921636]",91.2,757.5,5.504,112,-0.9
21,"[32.214195, -110.92168]",95.3,757.4,5.152,112,-1.0
25,"[32.214186, -110.921905]",116.6,757.2,5.09,114,-1.0
26,"[32.214178, -110.921948]",120.8,757.2,5.086,115,-0.6
28,"[32.214163, -110.922055]",131.0,757.1,5.097,116,-0.5
31,"[32.214161, -110.922225]",147.0,757.1,5.254,119,-0.4
33,"[32.214163, -110.922335]",157.3,757.0,5.268,123,-0.2
35,"[32.214161, -110.922446]",167.8,757.0,5.257,126,-0.4
37,"[32.214152, -110.92255]",177.6,757.0,5.1,129,-0.2
40,"[32.21414, -110.922711]",192.9,756.9,5.026,132,-0.4
43,"[32.21414, -110.922868]",207.8,756.9,5.022,135,-0.4
44,"[32.214142, -110.922923]",212.9,756.8,5.039,136,-0.4
46,"[32.214148, -110.923031]",223.1,756.8,5.027,139,-0.7
50,"[32.214149, -110.923245]",243.3,756.7,5.067,142,-0.5
52,"[32.214148, -110.923357]",253.8,756.6,5.122,144,-0.5
56,"[32.214143, -110.923583]",275.1,756.5,5.3,146,-0.5
58,"[32.214141, -110.923687]",284.9,756.5,5.18,147,-0.4
61,"[32.214136, -110.923852]",300.5,756.4,5.088,149,-0.6
65,"[32.21413, -110.924087]",322.7,756.3,5.4,152,-0.7
69,"[32.214124, -110.924317]",344.4,756.1,5.478,153,-0.7
73,"[32.214119, -110.92454]",365.4,755.9,5.336,154,-0.8
77,"[32.214125, -110.924766]",386.7,755.8,5.292,154,-0.7
79,"[32.214129, -110.924872]",396.7,755.7,5.212,155,-0.6
80,"[32.21413, -110.924922]",401.4,755.7,5.143,152,-0.5
83,"[32.214133, -110.925082]",416.4,755.6,4.957,152,-0.3
86,"[32.214139, -110.925227]",430.1,755.6,4.787,155,-0.4
87,"[32.214138, -110.925266]",433.8,755.6,4.634,153,-0.3
92,"[32.214102, -110.925403]",447.6,755.5,2.912,153,-0.3
95,"[32.214069, -110.925461]",454.1,755.5,2.534,150,-0.7
98,"[32.21406, -110.925519]",459.7,755.5,2.02,148,-0.3
106,"[32.214066, -110.925709]",477.7,755.3,2.143,150,-0.3
111,"[32.214077, -110.925804]",486.8,755.4,2.082,153,-0.3
113,"[32.214073, -110.925813]",487.8,755.4,1.44,154,0.5
115,"[32.214066, -110.925788]",490.3,755.4,1.4,152,0.4
118,"[32.214063, -110.925715]",497.1,755.4,1.866,153,0.3
125,"[32.214065, -110.925527]",514.8,755.5,2.457,156,0.5
126,"[32.214069, -110.9255]",517.4,755.5,2.538,156,0.4
132,"[32.214126, -110.925346]",533.3,755.6,2.637,156,0.2
139,"[32.214164, -110.925189]",549.0,755.6,2.429,154,0.4
149,"[32.214164, -110.925009]",566.2,755.6,1.934,152,0.2
155,"[32.214151, -110.925034]",569.0,755.7,1.256,149,0.4
159,"[32.214151, -110.92508]",573.4,755.7,0.721,145,1.2
162,"[32.21416, -110.925089]",574.8,755.7,0.827,142,1.2
165,"[32.21416, -110.925089]",574.8,755.7,0.242,139,0.6
167,"[32.21416, -110.925089]",574.8,755.7,0.0,136,0.0
169,"[32.21416, -110.925089]",574.8,755.7,0.0,133,0.6
175,"[32.214157, -110.925089]",574.8,755.7,0.0,130,0.6
176,"[32.214156, -110.925089]",574.8,755.7,0.0,130,0.6
182,"[32.214158, -110.924996]",583.5,755.7,1.239,129,0.5
186,"[32.214155, -110.924761]",605.7,755.9,3.081,128,0.7
187,"[32.214158, -110.924702]",611.3,755.9,3.081,128,0.8
191,"[32.214173, -110.924473]",632.9,756.1,5.458,129,0.6
194,"[32.214178, -110.924304]",648.8,756.2,5.37,129,0.6
198,"[32.214175, -110.924089]",669.1,756.3,5.163,129,0.6
202,"[32.214166, -110.92388]",688.8,756.4,5.0,130,0.6
205,"[32.214168, -110.923715]",704.5,756.5,5.053,132,0.6
208,"[32.214171, -110.923555]",719.5,756.6,5.11,134,0.6
211,"[32.214178, -110.923388]",735.3,756.7,5.147,137,0.5
215,"[32.214187, -110.923167]",756.1,756.8,5.233,137,0.4
216,"[32.214185, -110.923115]",761.1,756.8,5.146,140,0.4
217,"[32.214184, -110.923061]",766.1,756.8,5.128,141,0.4
220,"[32.21419, -110.922898]",781.5,756.9,5.074,144,0.4
224,"[32.214193, -110.922685]",801.6,757.0,5.073,146,0.3
225,"[32.214193, -110.922626]",807.1,757.0,5.122,146,0.3
230,"[32.214191, -110.922364]",831.8,757.0,5.033,147,0.2
234,"[32.214195, -110.922148]",852.2,757.1,5.011,148,0.5
236,"[32.214195, -110.922041]",862.3,757.1,5.077,148,0.7
241,"[32.214199, -110.92178]",886.9,757.4,4.951,149,0.8
244,"[32.214213, -110.921624]",901.6,757.5,4.921,149,0.9
246,"[32.214213, -110.921521]",911.4,757.6,4.906,152,0.7
247,"[32.214213, -110.921464]",916.7,757.6,4.973,149,0.6
252,"[32.214214, -110.921209]",940.8,757.8,4.893,150,0.6
255,"[32.21421, -110.921051]",955.7,757.8,4.877,152,0.5
260,"[32.214208, -110.920799]",979.4,758.0,4.835,150,0.4
263,"[32.214201, -110.920654]",993.2,758.0,4.681,150,0.4
264,"[32.214199, -110.920615]",996.9,758.0,4.571,154,0.3
267,"[32.214194, -110.920537]",1004.2,758.0,3.543,152,0.4
272,"[32.214192, -110.92048]",1009.7,758.1,1.599,153,0.4
277,"[32.214192, -110.920417]",1015.6,758.1,1.136,150,0.6
280,"[32.214191, -110.920368]",1020.3,758.1,1.328,148,0.3
290,"[32.214194, -110.920173]",1038.6,758.2,1.769,146,0.3
296,"[32.21421, -110.920164]",1043.8,758.2,1.472,147,0.0
