time,latlng,distance,altitude,velocity_smooth,heartrate,grade_smooth
0,"[32.222834, -110.904177]",0.0,770.8,0.0,72,1.3
1,"[32.222834, -110.904181]",0.0,770.8,0.0,72,0.7
5,"[32.2229, -110.904169]",7.5,770.9,1.492,71,1.0
7,"[32.222943, -110.904131]",13.4,770.9,2.23,72,1.1
9,"[32.222954, -110.904053]",20.8,771.0,2.604,72,1.1
11,"[32.22296, -110.903975]",28.3,771.1,3.472,76,1.4
13,"[32.222967, -110.9039]",35.3,771.2,3.655,79,1.3
15,"[32.222973, -110.903831]",41.9,771.3,3.508,83,1.5
16,"[32.222975, -110.903803]",44.6,771.3,3.256,83,1.5
19,"[32.22298, -110.903692]",55.0,771.5,3.29,86,1.5
21,"[32.222983, -110.903619]",61.9,771.6,3.47,89,1.6
23,"[32.222988, -110.903548]",68.7,771.7,3.44,91,1.5
29,"[32.223, -110.903329]",89.3,772.0,3.423,93,1.5
31,"[32.223003, -110.903261]",95.7,772.1,3.379,96,1.5
33,"[32.223012, -110.903191]",102.4,772.2,3.371,99,1.3
35,"[32.223017, -110.903119]",109.1,772.3,3.303,102,1.3
36,"[32.223019, -110.903083]",112.6,772.3,3.374,103,1.1
38,"[32.223024, -110.903009]",119.6,772.4,3.44,107,0.8
41,"[32.223023, -110.902899]",129.8,772.5,3.458,111,0.9
42,"[32.22302, -110.902867]",132.9,772.5,3.392,114,0.8
43,"[32.223015, -110.902833]",136.1,772.5,3.302,113,0.7
46,"[32.223009, -110.902737]",145.1,772.6,3.05,117,1.1
50,"[32.223002, -110.902611]",157.0,772.7,2.984,117,1.2
51,"[32.223001, -110.902582]",159.7,772.8,2.93,120,1.4
57,"[32.222985, -110.902378]",178.9,773.0,3.141,124,1.5
60,"[32.22298, -110.902281]",188.1,773.2,3.147,128,1.4
65,"[32.22296, -110.902122]",203.2,773.4,3.035,129,1.3
70,"[32.222894, -110.90199]",217.9,773.6,2.981,132,0.7
72,"[32.222844, -110.901959]",224.0,773.6,2.971,132,0.3
79,"[32.222647, -110.901903]",246.6,773.6,3.192,133,-0.2
83,"[32.222516, -110.901882]",261.3,773.6,3.387,137,-0.3
