time,latlng,distance,altitude,velocity_smooth,heartrate,grade_smooth
0,"[32.222679, -110.904323]",0.0,770.7,0.0,86,0.0
1,"[32.222679, -110.904323]",0.0,770.7,0.0,86,0.4
10,"[32.222679, -110.904323]",7.4,770.7,0.741,83,0.4
14,"[32.222559, -110.904319]",23.7,770.8,1.825,87,0.5
15,"[32.222524, -110.904322]",27.5,770.8,1.825,88,0.4
19,"[32.222396, -110.90434]",41.9,770.9,3.63,91,0.3
23,"[32.222287, -110.904349]",54.0,770.9,3.305,96,0.0
24,"[32.222257, -110.904356]",57.3,770.9,3.094,97,-0.4
26,"[32.222197, -110.904382]",64.4,770.8,3.216,103,-0.6
27,"[32.222171, -110.904396]",67.6,770.8,3.213,106,-1.0
28,"[32.222146, -110.904416]",71.0,770.8,3.404,106,-0.5
30,"[32.222117, -110.904472]",77.2,770.7,3.302,109,-0.7
32,"[32.222098, -110.90454]",83.9,770.7,3.264,112,-0.7
35,"[32.222087, -110.904653]",94.7,770.6,3.504,116,-0.6
36,"[32.222086, -110.904693]",98.4,770.6,3.547,117,-0.8
39,"[32.222092, -110.904804]",108.9,770.5,3.573,120,-0.7
43,"[32.222094, -110.904957]",123.4,770.4,3.56,122,-0.3
48,"[32.222033, -110.905121]",140.6,770.3,3.516,123,0.0
54,"[32.221898, -110.905242]",159.7,770.4,3.301,125,0.2
60,"[32.221716, -110.905282]",180.3,770.5,3.312,127,0.6
61,"[32.221693, -110.90529]",182.9,770.5,3.317,127,0.7
67,"[32.221534, -110.905375]",202.3,770.7,3.147,127,0.7
71,"[32.221428, -110.905439]",215.6,770.8,3.273,130,0.7
74,"[32.221372, -110.905521]",225.5,770.8,3.309,129,0.6
78,"[32.221358, -110.905657]",238.7,770.9,3.303,127,0.6
83,"[32.221373, -110.90583]",255.3,771.0,3.313,128,0.5
87,"[32.221367, -110.905986]",270.0,771.1,3.477,125,0.4
91,"[32.221362, -110.906139]",284.5,771.1,3.644,127,0.3
97,"[32.221356, -110.906371]",306.4,771.2,3.633,126,0.0
103,"[32.22135, -110.906598]",327.7,771.2,3.602,126,-0.1
106,"[32.221341, -110.906709]",338.3,771.1,3.543,126,-0.4
