time,latlng,distance,altitude,velocity_smooth,heartrate,grade_smooth
0,"[32.223029, -110.903949]",0.0,771.2,0.0,77,0.0
1,"[32.223029, -110.903949]",0.0,771.2,0.0,74,0.0
2,"[32.223029, -110.903949]",0.0,771.2,0.0,74,0.8
8,"[32.223029, -110.903949]",9.8,771.2,1.393,71,1.1
10,"[32.222944, -110.903912]",13.0,771.3,1.629,74,1.2
12,"[32.222926, -110.903849]",19.0,771.4,1.897,77,1.8
14,"[32.222941, -110.90378]",25.6,771.5,2.645,80,1.4
16,"[32.222953, -110.903713]",32.0,771.6,3.165,80,1.3
21,"[32.222962, -110.903544]",48.1,771.8,3.207,85,1.3
24,"[32.222953, -110.903454]",56.3,771.9,3.035,86,1.3
30,"[32.222952, -110.903271]",73.4,772.1,2.82,90,1.2
32,"[32.222954, -110.903206]",79.6,772.2,2.91,92,1.2
35,"[32.222955, -110.903105]",89.1,772.3,3.13,95,1.0
38,"[32.222952, -110.903009]",98.1,772.4,3.092,96,1.0
40,"[32.222951, -110.902944]",104.3,772.4,3.03,100,0.8
42,"[32.222951, -110.902876]",110.7,772.5,3.08,103,0.9
47,"[32.222961, -110.902715]",125.8,772.6,3.086,105,1.2
53,"[32.222973, -110.902519]",144.4,772.8,3.065,108,1.3
56,"[32.222977, -110.902423]",153.4,773.0,3.059,109,1.5
60,"[32.222977, -110.902294]",165.6,773.2,3.026,112,1.6
62,"[32.222979, -110.902229]",171.8,773.3,3.063,113,1.3
67,"[32.222951, -110.902068]",187.3,773.5,3.111,113,0.7
71,"[32.222862, -110.901979]",200.5,773.6,3.192,114,0.5
77,"[32.222678, -110.901909]",221.7,773.6,3.434,115,0.0
81,"[32.222541, -110.901899]",237.1,773.6,3.656,115,-0.2
84,"[32.22245, -110.901903]",247.1,773.5,3.637,116,-0.4
87,"[32.222369, -110.901897]",256.1,773.5,3.17,119,-0.8
92,"[32.222241, -110.901865]",270.7,773.4,2.944,117,-0.9
98,"[32.222122, -110.901747]",288.7,773.2,2.963,121,-1.2
103,"[32.222116, -110.901586]",303.9,773.0,3.023,118,-1.2
110,"[32.222131, -110.901361]",325.2,772.7,3.044,119,-1.6
111,"[32.222135, -110.901329]",328.3,772.7,3.046,119,-1.8
118,"[32.222163, -110.901095]",350.6,772.2,3.174,119,-3.6
121,"[32.222184, -110.901014]",358.7,772.0,3.042,119,-2.7
122,"[32.222205, -110.901004]",361.2,771.4,2.988,119,-2.4
128,"[32.222371, -110.901001]",379.6,771.3,2.989,120,-2.3
135,"[32.22249, -110.901002]",392.8,771.2,2.435,119,-0.8
136,"[32.222489, -110.900998]",393.1,771.2,1.686,120,-1.0
139,"[32.222489, -110.900915]",401.0,771.1,1.937,121,-1.2
145,"[32.22246, -110.900718]",419.8,770.9,2.962,121,-1.2
152,"[32.222453, -110.900487]",441.8,770.6,3.14,119,-1.1
153,"[32.222452, -110.900455]",444.7,770.6,3.118,123,-0.9
159,"[32.222451, -110.900258]",463.3,770.4,3.08,125,-0.9
166,"[32.222461, -110.900027]",485.2,770.3,3.112,126,-0.8
167,"[32.222465, -110.899994]",488.3,770.2,3.125,126,-0.7
174,"[32.222474, -110.899757]",510.7,770.1,3.189,127,-0.8
176,"[32.222476, -110.899687]",517.3,770.0,3.218,127,-0.6
182,"[32.222488, -110.899479]",536.9,769.9,3.279,128,-0.6
187,"[32.222491, -110.899318]",552.2,769.8,3.172,128,-0.5
194,"[32.2225, -110.899074]",575.3,769.7,3.196,128,-0.5
195,"[32.2225, -110.899038]",578.6,769.7,3.305,128,-0.3
201,"[32.222474, -110.898843]",597.1,769.6,3.117,128,-0.3
207,"[32.222474, -110.898633]",616.9,769.6,3.189,128,-0.3
214,"[32.222469, -110.898397]",639.2,769.5,3.235,128,-0.3
215,"[32.222468, -110.898359]",642.7,769.5,3.225,129,-0.4
223,"[32.222477, -110.898163]",661.3,769.4,2.46,126,-0.2
224,"[32.222483, -110.898129]",664.6,769.4,2.436,126,-0.2
231,"[32.222495, -110.897892]",687.0,769.4,3.217,125,0.0
232,"[32.222493, -110.897868]",689.3,769.4,3.088,126,0.3
238,"[32.222491, -110.89766]",709.0,769.4,3.136,126,0.6
245,"[32.222468, -110.897429]",730.7,769.6,3.185,128,0.7
251,"[32.222473, -110.89722]",750.3,769.8,3.181,128,0.8
258,"[32.222464, -110.896977]",773.1,770.0,3.262,128,0.9
265,"[32.222465, -110.896755]",794.1,770.1,3.124,127,0.8
267,"[32.222466, -110.896687]",800.6,770.2,3.05,129,0.8
274,"[32.222485, -110.89645]",823.0,770.4,3.211,129,0.9
281,"[32.222521, -110.896211]",845.9,770.6,3.236,129,0.3
282,"[32.222521, -110.896184]",848.4,770.6,3.179,129,-0.3
288,"[32.222552, -110.895978]",868.2,770.4,3.19,129,-1.0
295,"[32.222577, -110.895753]",889.5,770.2,3.164,128,-0.9
297,"[32.222594, -110.895677]",896.9,770.1,3.193,129,-0.7
304,"[32.222646, -110.895453]",918.8,770.0,3.247,130,-0.9
305,"[32.222657, -110.895414]",922.6,770.0,3.21,130,-0.9
312,"[32.222707, -110.895191]",944.6,769.7,3.235,131,-0.9
318,"[32.222786, -110.894995]",965.0,769.5,3.263,133,-0.8
320,"[32.222815, -110.894932]",971.8,769.5,3.393,133,-0.4
325,"[32.222889, -110.894769]",989.3,769.5,3.46,136,-0.2
327,"[32.222919, -110.894717]",995.1,769.5,3.337,137,-0.5
332,"[32.223038, -110.894634]",1011.0,769.4,3.106,138,-0.8
337,"[32.22318, -110.894688]",1027.5,769.2,3.241,136,-0.7
343,"[32.223356, -110.894767]",1048.4,769.0,3.404,137,-0.7
347,"[32.223473, -110.894814]",1062.1,769.0,3.456,137,-0.5
352,"[32.223626, -110.894878]",1080.1,768.9,3.513,134,-0.2
353,"[32.223659, -110.894893]",1084.0,768.9,3.655,137,-0.6
355,"[32.223711, -110.894908]",1089.9,768.9,3.475,139,-0.8
361,"[32.22387, -110.894983]",1108.9,768.7,3.104,138,-0.8
364,"[32.223958, -110.895018]",1119.2,768.6,3.256,142,-0.9
370,"[32.224096, -110.895095]",1136.1,768.5,3.029,144,-0.7
377,"[32.224287, -110.895151]",1157.9,768.3,2.981,145,-0.8
380,"[32.224372, -110.895191]",1168.2,768.3,3.203,143,-0.9
381,"[32.224395, -110.895198]",1170.7,768.2,3.147,146,-1.1
387,"[32.224565, -110.895257]",1190.4,768.0,3.18,146,-1.4
394,"[32.224739, -110.895334]",1211.0,767.7,3.099,147,-1.1
397,"[32.224795, -110.895364]",1217.9,767.6,2.749,146,-0.8
405,"[32.224946, -110.895426]",1235.6,767.5,2.233,144,-0.4
411,"[32.225098, -110.89549]",1253.5,767.5,2.546,141,-0.2
