time,latlng,distance,altitude,velocity_smooth,heartrate,grade_smooth
0,"[29.768847, -95.538652]",3.7,23.9,0.0,94,1.4
5,"[29.768847, -95.538652]",7.4,23.9,0.746,94,1.0
6,"[29.768908, -95.538593]",11.0,23.9,1.213,98,0.6
7,"[29.768873, -95.538604]",11.0,24.0,1.04,101,0.8
8,"[29.768894, -95.53857]",13.3,24.0,1.199,104,0.9
10,"[29.768908, -95.538502]",19.4,24.0,2.39,108,0.0
11,"[29.768912, -95.538467]",22.6,24.0,2.314,109,0.0
13,"[29.768908, -95.538389]",30.0,24.0,3.33,112,0.0
16,"[29.768885, -95.538302]",38.6,24.0,3.214,115,0.3
19,"[29.768873, -95.538203]",48.3,24.0,3.057,118,0.3
23,"[29.768855, -95.538072]",61.3,24.1,3.24,121,0.2
25,"[29.768816, -95.538047]",66.3,24.1,3.0,122,0.2
29,"[29.768685, -95.538043]",80.8,24.1,3.25,123,0.0
34,"[29.768498, -95.538061]",101.4,24.1,3.898,122,0.0
37,"[29.768399, -95.538055]",112.3,24.1,3.931,121,0.1
43,"[29.768238, -95.53805]",129.9,24.1,3.167,121,0.1
50,"[29.768031, -95.53804]",152.9,24.2,3.128,121,0.1
57,"[29.767824, -95.538052]",175.9,24.2,3.287,124,0.1
58,"[29.767796, -95.538051]",179.0,24.2,3.262,124,0.0
65,"[29.76762, -95.538037]",198.6,24.2,2.838,126,0.0
70,"[29.76746, -95.538056]",216.4,24.2,3.115,130,0.0
75,"[29.767295, -95.538062]",234.7,24.2,3.611,129,0.0
82,"[29.767088, -95.538047]",257.7,24.2,3.442,129,0.0
85,"[29.767006, -95.53804]",266.9,24.2,3.218,130,-0.2
86,"[29.766982, -95.53804]",269.4,24.2,3.156,128,-0.2
89,"[29.766905, -95.538043]",278.1,24.1,2.907,132,-0.2
96,"[29.766693, -95.538042]",301.6,24.1,3.213,133,-0.2
99,"[29.766603, -95.538032]",311.6,24.1,3.35,135,0.0
105,"[29.766415, -95.538026]",332.4,24.1,3.426,135,-0.2
107,"[29.766348, -95.538025]",339.8,24.1,3.525,136,-0.2
113,"[29.766152, -95.538036]",361.6,24.0,3.647,133,-0.2
115,"[29.766086, -95.538041]",368.9,24.0,3.639,132,-0.2
121,"[29.765894, -95.538046]",390.2,24.0,3.575,134,0.0
122,"[29.765862, -95.538046]",393.7,24.0,3.544,134,0.0
128,"[29.765679, -95.538043]",413.9,24.0,3.387,135,0.0
130,"[29.765619, -95.538032]",420.7,24.0,3.371,135,0.0
136,"[29.765437, -95.538037]",440.8,24.0,3.36,138,0.0
139,"[29.765347, -95.53803]",450.8,24.0,3.351,140,0.0
142,"[29.765244, -95.538033]",462.2,24.0,3.577,137,0.0
