time,latlng,distance,altitude,velocity_smooth,heartrate,grade_smooth
0,"[32.22264, -110.901894]",2.6,773.6,0.0,116,-0.3
6,"[32.22246, -110.901898]",22.6,773.5,3.332,119,-0.6
9,"[32.222365, -110.901892]",33.1,773.5,3.388,122,-0.6
15,"[32.222196, -110.901827]",53.0,773.3,3.371,126,-0.8
20,"[32.222095, -110.90171]",69.1,773.2,3.267,126,-1.1
22,"[32.22208, -110.901643]",75.6,773.1,3.229,129,-1.2
28,"[32.222068, -110.901436]",95.2,772.8,3.264,131,-1.6
35,"[32.222076, -110.901197]",117.7,772.5,3.244,134,-2.5
38,"[32.222087, -110.901099]",127.1,772.3,3.188,133,-2.3
43,"[32.222187, -110.900997]",142.8,771.4,3.126,135,-2.3
49,"[32.222346, -110.900956]",161.3,771.3,3.108,136,-2.2
55,"[32.222434, -110.90077]",181.6,771.0,3.235,137,-1.0
59,"[32.222436, -110.900627]",195.0,770.8,3.374,140,-1.3
61,"[32.222436, -110.900559]",201.4,770.8,3.313,141,-1.1
68,"[32.222435, -110.900317]",224.3,770.5,3.256,143,-1.0
69,"[32.222435, -110.900282]",227.6,770.5,3.264,143,-1.0
74,"[32.222442, -110.900102]",244.6,770.3,3.378,146,-0.8
76,"[32.222442, -110.900039]",250.5,770.3,3.274,145,-0.8
83,"[32.222435, -110.899801]",273.0,770.1,3.154,146,-0.7
84,"[32.222435, -110.899765]",276.3,770.1,3.229,146,-0.6
91,"[32.222438, -110.899519]",299.5,769.9,3.32,146,-0.6
95,"[32.222437, -110.899379]",312.7,769.9,3.306,143,-0.6
99,"[32.222438, -110.89924]",325.8,769.8,3.285,140,-0.4
106,"[32.22243, -110.899002]",348.3,769.7,3.238,141,-0.4
113,"[32.22243, -110.89876]",371.1,769.6,3.239,141,-0.3
120,"[32.222427, -110.898517]",394.0,769.6,3.266,142,-0.3
121,"[32.222427, -110.898483]",397.1,769.6,3.252,143,-0.2
127,"[32.222421, -110.898285]",415.9,769.5,3.126,140,-0.5
128,"[32.222418, -110.898251]",419.1,769.5,3.133,141,-0.5
133,"[32.222422, -110.898085]",434.7,769.4,3.137,145,-0.2
