time,latlng,distance,altitude,velocity_smooth,heartrate,grade_smooth
0,"[32.222837, -110.903964]",0.0,771.2,0.0,62,-10.6
1,"[32.222838, -110.903967]",0.0,771.2,0.0,63,-2.7
2,"[32.222838, -110.90397]",0.0,771.2,0.0,69,-1.9
3,"[32.222842, -110.903981]",0.9,771.1,0.313,74,-1.9
4,"[32.222856, -110.904006]",3.7,771.1,0.93,74,-2.2
6,"[32.222884, -110.904072]",10.6,771.0,2.13,74,-1.0
7,"[32.222886, -110.904106]",13.8,770.9,2.76,73,-1.1
9,"[32.222861, -110.904175]",20.4,770.9,3.332,75,-0.9
13,"[32.222771, -110.904225]",30.7,770.8,2.81,81,-0.7
14,"[32.222742, -110.904228]",33.9,770.8,2.704,80,-0.7
16,"[32.222681, -110.90423]",40.7,770.7,2.896,83,-0.4
18,"[32.22262, -110.90423]",47.4,770.7,3.356,88,0.0
20,"[32.222563, -110.904236]",53.9,770.7,3.328,91,0.8
22,"[32.222508, -110.904246]",60.0,770.8,3.218,95,0.9
24,"[32.222449, -110.904254]",66.5,770.9,3.18,98,1.1
25,"[32.222422, -110.904258]",69.6,770.9,3.15,94,0.4
26,"[32.222392, -110.904261]",72.9,770.9,3.173,99,0.0
29,"[32.222309, -110.904286]",82.4,770.9,3.178,102,-0.4
31,"[32.222256, -110.904312]",88.8,770.9,3.178,103,-0.3
33,"[32.222206, -110.90435]",95.4,770.8,3.22,106,-0.6
36,"[32.222153, -110.904431]",105.1,770.8,3.266,106,-0.8
39,"[32.222134, -110.904537]",115.4,770.7,3.318,110,-0.6
42,"[32.22212, -110.904642]",125.4,770.6,3.377,112,-0.7
49,"[32.222098, -110.904879]",148.0,770.5,3.26,113,-0.7
50,"[32.222091, -110.904913]",151.2,770.5,3.228,114,-0.6
53,"[32.222065, -110.905009]",160.8,770.4,3.219,117,-0.2
57,"[32.221993, -110.905111]",173.3,770.3,3.149,120,0.0
64,"[32.221821, -110.90521]",194.8,770.4,3.09,121,0.5
71,"[32.221658, -110.905256]",213.4,770.5,2.871,119,0.7
78,"[32.221473, -110.905234]",234.4,770.8,2.829,122,0.7
80,"[32.221433, -110.905187]",240.7,770.8,3.029,125,0.8
83,"[32.221397, -110.905106]",249.4,770.8,2.994,128,0.0
84,"[32.221392, -110.905076]",252.2,770.8,2.963,129,0.0
90,"[32.221403, -110.904892]",269.5,770.8,2.874,130,0.2
95,"[32.221421, -110.904726]",285.3,770.8,3.008,134,0.2
98,"[32.221421, -110.904625]",294.8,770.9,3.165,132,0.3
105,"[32.221438, -110.904398]",316.3,770.9,3.099,131,0.4
112,"[32.221445, -110.904156]",339.2,771.0,3.17,131,0.5
113,"[32.221433, -110.904125]",342.3,771.0,3.26,130,0.9
116,"[32.221356, -110.904074]",352.4,771.2,3.282,131,0.7
122,"[32.221157, -110.904096]",374.6,771.4,3.59,131,0.3
128,"[32.220962, -110.904129]",396.6,771.4,3.69,132,-0.1
132,"[32.220839, -110.904149]",410.5,771.2,3.581,129,-0.7
135,"[32.220746, -110.904157]",420.7,771.1,3.443,130,-1.2
138,"[32.220653, -110.90414]",431.1,771.0,3.447,133,-1.0
140,"[32.220595, -110.904118]",438.0,770.9,3.452,130,-0.9
141,"[32.220568, -110.904104]",441.2,770.9,3.41,131,-0.4
148,"[32.220403, -110.903959]",464.1,770.7,3.264,132,0.0
155,"[32.220279, -110.903768]",486.9,770.8,3.262,133,0.3
157,"[32.220253, -110.903709]",493.1,770.9,3.227,134,0.7
164,"[32.220218, -110.90348]",515.3,771.1,3.16,135,0.9
170,"[32.220247, -110.903267]",535.7,771.2,3.273,135,0.8
172,"[32.220256, -110.903198]",542.2,771.3,3.364,135,0.4
177,"[32.220222, -110.903049]",556.9,771.4,3.034,136,0.0
181,"[32.22011, -110.903009]",570.3,771.3,3.117,136,-0.2
187,"[32.219909, -110.903012]",592.4,771.2,3.551,138,-0.3
189,"[32.219843, -110.903003]",599.8,771.2,3.694,139,0.4
194,"[32.219724, -110.902934]",615.1,771.2,3.233,139,0.9
198,"[32.219724, -110.902811]",626.9,771.5,3.009,139,1.0
205,"[32.219733, -110.902581]",648.6,771.7,3.051,137,1.1
212,"[32.219736, -110.902346]",670.8,771.9,3.136,135,0.7
214,"[32.219734, -110.902279]",677.1,771.9,3.163,135,0.5
216,"[32.219736, -110.902213]",683.3,771.9,3.153,138,0.0
217,"[32.219736, -110.90218]",686.5,771.9,3.14,134,0.2
224,"[32.219743, -110.901947]",708.4,771.9,3.134,136,0.1
231,"[32.219738, -110.901709]",730.9,772.0,3.169,139,0.1
238,"[32.219743, -110.901469]",753.6,772.0,3.227,137,0.4
240,"[32.219743, -110.901401]",760.0,772.0,3.234,138,0.4
247,"[32.219737, -110.901164]",782.3,772.2,3.194,137,0.6
248,"[32.219738, -110.901131]",785.5,772.2,3.185,137,0.4
256,"[32.219764, -110.900943]",803.4,772.3,2.344,138,0.0
261,"[32.219827, -110.900845]",815.3,772.2,2.298,140,-0.2
264,"[32.219912, -110.900815]",825.3,772.2,2.743,143,-0.6
266,"[32.219972, -110.900817]",832.0,772.1,3.34,144,-0.5
273,"[32.220169, -110.90081]",853.9,772.0,3.169,145,-0.6
274,"[32.220197, -110.900809]",857.0,772.0,3.116,144,-0.4
281,"[32.220398, -110.900814]",879.2,771.9,3.171,143,-0.2
282,"[32.220425, -110.900815]",882.3,771.9,3.162,143,-1.1
287,"[32.220547, -110.900767]",897.1,771.9,2.973,143,-1.1
292,"[32.220579, -110.900599]",913.8,771.4,3.153,143,-0.8
298,"[32.220569, -110.900375]",934.9,771.3,3.435,143,-0.6
301,"[32.220569, -110.900303]",941.7,771.4,3.098,142,0.2
307,"[32.220547, -110.900059]",964.8,771.5,3.329,141,0.6
310,"[32.220531, -110.899957]",974.6,771.5,3.658,141,0.4
314,"[32.220517, -110.899814]",988.1,771.6,3.33,138,0.5
315,"[32.220512, -110.899781]",991.3,771.6,3.344,141,0.9
